Pair_ID,Project_A_ID,Project_B_ID,Project_A_Title,Project_B_Title,Project_A_Abstract,Project_B_Abstract,Project_A_Features,Project_B_Features,Project_A_Keywords,Project_B_Keywords,SBERT_Similarity,TFIDF_Similarity,Cosine_Similarity,Faculty_Label,AI_Label,Similarity_Category,Reviewer_Name,Review_Date,Comments
SB0331,PRJ0194,PRJ0404,AI Powered ECG Heart Disease Risk Predictor,Plant Leaf Pathology Classifier using Mobile Vision (Variant 7),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Random Forest; SciPy Signal; Scikit-Learn; Flask,MobileNet; TensorFlow Lite; Flutter App,"ecg risk, heart disease, cardiac prediction, ml","plant disease, leaf classification, mobile cnn, agritech",0.2,0.103,0.141,Different,Different,Cross-Domain Distinct,Prof. L. Fernandes,2026-003-19,Completely different domains (Human Healthcare vs Plant Agritech) and unrelated objectives.
SB0332,PRJ0195,PRJ0405,Face Recognition Based Student Attendance System,STM32 Smart Grid Energy Metering System (Variant 7),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A LoRa-enabled smart energy meter using STM32 microcontrollers to measure voltage sags and power harmonics.,OpenCV; face_recognition; SQLite; Python,STM32F4; ACS712; LoRaWAN; Grafana,"face recognition, attendance, opencv, biometric","smart grid, energy meter, stm32, lorawan",0.142,0.065,0.084,Different,Different,Cross-Domain Distinct,Prof. P. Menon,2026-005-27,No conceptual overlap; Computer Vision software vs Power Electronics hardware.
SB0333,PRJ0196,PRJ0406,AST Graph Neural Network Code Plagiarism Detector,Submersible Industrial Water Quality Probe Buoy (Variant 7),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A floating solar-powered buoy equipped with RS485 pH and turbidity probes to monitor river chemical contamination.,Tree-sitter; PyTorch Geometric; AST Parser,ESP8266; RS485 Modbus; pH Sensor; Solar MPPT,"ast, graph neural network, code plagiarism, tree-sitter","water quality, ph probe, modbus rs485, solar buoy",0.064,0.01,0.053,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2026-004-25,Cross-domain distinct; NLP Code Analysis vs Environmental IoT Sensing.
SB0334,PRJ0197,PRJ0407,zk-SNARK Zero-Knowledge Academic Credential Registry,Autonomous Quadcopter Path Navigation Drone (Variant 7),Compiles Circom arithmetic circuits to verify university degree qualification without disclosing student grades.,A quadcopter drone running ArduPilot flight controllers for autonomous GPS waypoint obstacle avoidance navigation.,Circom; SnarkJS; Solidity; Ethers.js,Pixhawk 4; Jetson Nano; ROS2; MAVLink,"zk-snark, zero-knowledge proof, degree verification, solidity","quadcopter, flight controller, ros2, waypoint navigation",0.173,0.089,0.127,Different,Different,Cross-Domain Distinct,Prof. P. Menon,2026-006-15,Completely distinct fields (Cryptographic Blockchain vs Aerial Robotics).
SB0335,PRJ0198,PRJ0408,vLLM Distributed Model Server with PagedAttention,RFID Solenoid Door Lock Access Control (Variant 7),Serves 70B parameter LLMs across GPU clusters using vLLM PagedAttention and INT4 quantization.,Unlocks lab doors when authorized MFRC522 13.56MHz RFID cards are scanned at an Arduino reader.,vLLM; Ray; PyTorch; CUDA; FastAPI,MFRC522 RFID; Arduino Uno; Relay Driver,"vllm, distributed llm, pagedattention, cuda","rfid lock, access control, arduino, relay",0.094,0.031,0.01,Different,Different,Cross-Domain Distinct,Dr. K. Rao,2026-001-22,Unrelated architectures; Distributed GPU LLM Infrastructure vs Basic Microcontroller Door Hardware.
SB0336,PRJ0199,PRJ0409,Face Recognition Based Student Attendance System,Webcam Facial Recognition Automated Attendance Marker (Variant 8),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A real-time attendance marking system that detects and identifies student faces from a webcam video stream to update an attendance database.,OpenCV; face_recognition; SQLite; Python,OpenCV; MTCNN; Flask; PostgreSQL,"face recognition, attendance, opencv, biometric","facial attendance, webcam marker, opencv, flask",0.926,0.848,0.921,Similar,Similar,Duplicate / Near-Duplicate,Prof. P. Menon,2026-002-24,Essentially the same project with minor framework variations; clear duplicate concept.
SB0337,PRJ0200,PRJ0410,AI Powered ECG Heart Disease Risk Predictor,Cardiac Arrhythmia Classification from ECG Signals using Machine Learning (Variant 8),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,A machine learning system that classifies ECG heart signals to identify cardiac arrhythmia anomalies in real time.,Random Forest; SciPy Signal; Scikit-Learn; Flask,1D-CNN; ECG Biosignals; PyTorch; FastAPI,"ecg risk, heart disease, cardiac prediction, ml","cardiac arrhythmia, ecg classification, signal processing, cnn",0.908,0.778,0.879,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-003-20,High semantic overlap in biosignal processing and cardiac health objectives.
SB0338,PRJ0201,PRJ0411,IoT Smart Irrigation System using Soil Moisture Sensors,Automated Crop Irrigation Controller with ESP32 and Soil Sensors (Variant 8),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,An ESP32-based smart irrigation controller that activates water solenoid valves based on real-time soil moisture and weather inputs.,Capacitive Soil Sensor; Arduino; Relay Pump,ESP32; Soil Sensor; Relay Driver; MQTT,"smart irrigation, soil moisture, iot, arduino","automated irrigation, esp32, soil sensor, mqtt",0.922,0.856,0.888,Similar,Similar,Duplicate / Near-Duplicate,Prof. P. Menon,2026-003-12,Identical core problem statement and hardware architecture.
SB0339,PRJ0202,PRJ0412,Blockchain Based Decentralized Student Voting DApp,Ethereum Smart Contract Voting Platform for University Elections (Variant 8),Records university student council election votes immutably on an Ethereum blockchain to prevent tampering.,"A decentralized voting application using Solidity smart contracts to conduct secure, transparent student elections.",Ethereum; Solidity; Web3.js; React,Solidity; Hardhat; Ethers.js; Next.js,"blockchain voting, student elections, smart contract, ethereum","ethereum voting, dapp, solidity, election security",0.968,0.896,0.957,Similar,Similar,Duplicate / Near-Duplicate,Dr. N. Krishnan,2026-002-12,Near-duplicate concept; core smart contract logic and objective match.
SB0340,PRJ0203,PRJ0413,AST Graph Neural Network Code Plagiarism Detector,Source Code Structural Similarity Analyzer using Program Graphs (Variant 8),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A tool that converts programming assignments into Program Dependence Graphs to identify structural code clones across student submissions.,Tree-sitter; PyTorch Geometric; AST Parser,AST Parser; Graph Isomorphism Net; NetworkX,"ast, graph neural network, code plagiarism, tree-sitter","code similarity, program dependence graph, structural clone, gnn",0.925,0.796,0.893,Similar,Similar,Duplicate / Near-Duplicate,Prof. S. Iyer,2026-002-10,Very close algorithmic methodology and identical target domain.
SB0341,PRJ0204,PRJ0414,RFID Card Based Student Attendance System,Face Recognition Based Student Attendance System (Variant 8),Records student attendance at classroom entry using MFRC522 RFID cards and microcontroller logging.,An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,MFRC522 RFID; Arduino Uno; LCD Display,OpenCV; face_recognition; SQLite; Python,"rfid attendance, card reader, arduino, student log","face recognition, attendance, opencv, biometric",0.64,0.47,0.604,Partially Similar,Partially Similar,Same-Domain Variant,Dr. V. Nair,2026-005-16,Shares the same domain objective (Attendance) but utilizes completely different hardware/software modalities (RFID vs Vision).
SB0342,PRJ0205,PRJ0415,IoT Smart Irrigation System using Soil Moisture Sensors,Plant Leaf Pathology Classifier using Mobile Vision (Variant 8),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Capacitive Soil Sensor; Arduino; Relay Pump,MobileNet; TensorFlow Lite; Flutter App,"smart irrigation, soil moisture, iot, arduino","plant disease, leaf classification, mobile cnn, agritech",0.601,0.392,0.52,Partially Similar,Partially Similar,Same-Domain Variant,Prof. T. Joseph,2026-005-13,"Both belong to Agriculture domain, but one is an IoT hardware control system and the other is a computer vision app."
SB0343,PRJ0206,PRJ0416,Chest X-Ray Pneumonia Classifier using CNN,AI Powered ECG Heart Disease Risk Predictor (Variant 8),Diagnoses pulmonary pneumonia from chest X-ray radiograph images using fine-tuned ResNet-50 models.,Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,ResNet-50; PyTorch; DICOM Imaging,Random Forest; SciPy Signal; Scikit-Learn; Flask,"pneumonia, chest x-ray, cnn, medical imaging","ecg risk, heart disease, cardiac prediction, ml",0.517,0.408,0.485,Partially Similar,Partially Similar,Same-Domain Variant,Prof. T. Joseph,2026-001-19,"Both are Healthcare AI diagnostic systems, but operate on different organs (Lungs vs Heart) and data modalities (Images vs Signals)."
SB0344,PRJ0207,PRJ0417,SQL Injection Web Application Firewall Prototype,Phishing URL Detector using Machine Learning (Variant 8),Intercepts incoming HTTP POST parameters to block SQL injection payloads using pattern matching rules.,Classifies browser URLs as legitimate or phishing sites using engineered domain features and XGBoost.,ModSecurity; Regex Rules; Nginx WAF,XGBoost; URL Lexical Features; Chrome Extension,"sql injection, waf, web security, payload filtering","phishing url, xgboost, security, browser extension",0.621,0.472,0.574,Partially Similar,Partially Similar,Same-Domain Variant,Prof. G. Deshmukh,2026-002-12,"Both are Cybersecurity projects, but one operates as an inline WAF server component while the other is a URL classifier extension."
SB0345,PRJ0208,PRJ0418,AI Powered ECG Heart Disease Risk Predictor,Plant Leaf Pathology Classifier using Mobile Vision (Variant 8),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Random Forest; SciPy Signal; Scikit-Learn; Flask,MobileNet; TensorFlow Lite; Flutter App,"ecg risk, heart disease, cardiac prediction, ml","plant disease, leaf classification, mobile cnn, agritech",0.203,0.086,0.086,Different,Different,Cross-Domain Distinct,Prof. G. Deshmukh,2026-003-13,Completely different domains (Human Healthcare vs Plant Agritech) and unrelated objectives.
SB0346,PRJ0209,PRJ0419,Face Recognition Based Student Attendance System,STM32 Smart Grid Energy Metering System (Variant 8),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A LoRa-enabled smart energy meter using STM32 microcontrollers to measure voltage sags and power harmonics.,OpenCV; face_recognition; SQLite; Python,STM32F4; ACS712; LoRaWAN; Grafana,"face recognition, attendance, opencv, biometric","smart grid, energy meter, stm32, lorawan",0.098,0.05,0.056,Different,Different,Cross-Domain Distinct,Dr. K. Rao,2026-004-21,No conceptual overlap; Computer Vision software vs Power Electronics hardware.
SB0347,PRJ0210,PRJ0420,AST Graph Neural Network Code Plagiarism Detector,Submersible Industrial Water Quality Probe Buoy (Variant 8),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A floating solar-powered buoy equipped with RS485 pH and turbidity probes to monitor river chemical contamination.,Tree-sitter; PyTorch Geometric; AST Parser,ESP8266; RS485 Modbus; pH Sensor; Solar MPPT,"ast, graph neural network, code plagiarism, tree-sitter","water quality, ph probe, modbus rs485, solar buoy",0.088,0.01,0.065,Different,Different,Cross-Domain Distinct,Prof. P. Menon,2026-004-13,Cross-domain distinct; NLP Code Analysis vs Environmental IoT Sensing.
SB0348,PRJ0211,PRJ0421,zk-SNARK Zero-Knowledge Academic Credential Registry,Autonomous Quadcopter Path Navigation Drone (Variant 8),Compiles Circom arithmetic circuits to verify university degree qualification without disclosing student grades.,A quadcopter drone running ArduPilot flight controllers for autonomous GPS waypoint obstacle avoidance navigation.,Circom; SnarkJS; Solidity; Ethers.js,Pixhawk 4; Jetson Nano; ROS2; MAVLink,"zk-snark, zero-knowledge proof, degree verification, solidity","quadcopter, flight controller, ros2, waypoint navigation",0.149,0.078,0.126,Different,Different,Cross-Domain Distinct,Prof. M. Reddy,2026-006-14,Completely distinct fields (Cryptographic Blockchain vs Aerial Robotics).
SB0349,PRJ0212,PRJ0422,vLLM Distributed Model Server with PagedAttention,RFID Solenoid Door Lock Access Control (Variant 8),Serves 70B parameter LLMs across GPU clusters using vLLM PagedAttention and INT4 quantization.,Unlocks lab doors when authorized MFRC522 13.56MHz RFID cards are scanned at an Arduino reader.,vLLM; Ray; PyTorch; CUDA; FastAPI,MFRC522 RFID; Arduino Uno; Relay Driver,"vllm, distributed llm, pagedattention, cuda","rfid lock, access control, arduino, relay",0.104,0.019,0.055,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2026-005-27,Unrelated architectures; Distributed GPU LLM Infrastructure vs Basic Microcontroller Door Hardware.
SB0350,PRJ0213,PRJ0423,Face Recognition Based Student Attendance System,Webcam Facial Recognition Automated Attendance Marker (Variant 9),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A real-time attendance marking system that detects and identifies student faces from a webcam video stream to update an attendance database.,OpenCV; face_recognition; SQLite; Python,OpenCV; MTCNN; Flask; PostgreSQL,"face recognition, attendance, opencv, biometric","facial attendance, webcam marker, opencv, flask",0.966,0.882,0.906,Similar,Similar,Duplicate / Near-Duplicate,Prof. T. Joseph,2026-003-20,Essentially the same project with minor framework variations; clear duplicate concept.
SB0351,PRJ0214,PRJ0424,AI Powered ECG Heart Disease Risk Predictor,Cardiac Arrhythmia Classification from ECG Signals using Machine Learning (Variant 9),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,A machine learning system that classifies ECG heart signals to identify cardiac arrhythmia anomalies in real time.,Random Forest; SciPy Signal; Scikit-Learn; Flask,1D-CNN; ECG Biosignals; PyTorch; FastAPI,"ecg risk, heart disease, cardiac prediction, ml","cardiac arrhythmia, ecg classification, signal processing, cnn",0.896,0.795,0.854,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-002-24,High semantic overlap in biosignal processing and cardiac health objectives.
SB0352,PRJ0215,PRJ0425,IoT Smart Irrigation System using Soil Moisture Sensors,Automated Crop Irrigation Controller with ESP32 and Soil Sensors (Variant 9),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,An ESP32-based smart irrigation controller that activates water solenoid valves based on real-time soil moisture and weather inputs.,Capacitive Soil Sensor; Arduino; Relay Pump,ESP32; Soil Sensor; Relay Driver; MQTT,"smart irrigation, soil moisture, iot, arduino","automated irrigation, esp32, soil sensor, mqtt",0.923,0.832,0.901,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-003-15,Identical core problem statement and hardware architecture.
SB0353,PRJ0216,PRJ0426,Blockchain Based Decentralized Student Voting DApp,Ethereum Smart Contract Voting Platform for University Elections (Variant 9),Records university student council election votes immutably on an Ethereum blockchain to prevent tampering.,"A decentralized voting application using Solidity smart contracts to conduct secure, transparent student elections.",Ethereum; Solidity; Web3.js; React,Solidity; Hardhat; Ethers.js; Next.js,"blockchain voting, student elections, smart contract, ethereum","ethereum voting, dapp, solidity, election security",0.954,0.888,0.923,Similar,Similar,Duplicate / Near-Duplicate,Dr. R. Kumar,2026-005-18,Near-duplicate concept; core smart contract logic and objective match.
SB0354,PRJ0217,PRJ0427,AST Graph Neural Network Code Plagiarism Detector,Source Code Structural Similarity Analyzer using Program Graphs (Variant 9),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A tool that converts programming assignments into Program Dependence Graphs to identify structural code clones across student submissions.,Tree-sitter; PyTorch Geometric; AST Parser,AST Parser; Graph Isomorphism Net; NetworkX,"ast, graph neural network, code plagiarism, tree-sitter","code similarity, program dependence graph, structural clone, gnn",0.917,0.827,0.906,Similar,Similar,Duplicate / Near-Duplicate,Prof. S. Iyer,2026-006-23,Very close algorithmic methodology and identical target domain.
SB0355,PRJ0218,PRJ0428,RFID Card Based Student Attendance System,Face Recognition Based Student Attendance System (Variant 9),Records student attendance at classroom entry using MFRC522 RFID cards and microcontroller logging.,An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,MFRC522 RFID; Arduino Uno; LCD Display,OpenCV; face_recognition; SQLite; Python,"rfid attendance, card reader, arduino, student log","face recognition, attendance, opencv, biometric",0.639,0.456,0.6,Partially Similar,Partially Similar,Same-Domain Variant,Dr. H. Mehta,2026-006-25,Shares the same domain objective (Attendance) but utilizes completely different hardware/software modalities (RFID vs Vision).
SB0356,PRJ0219,PRJ0429,IoT Smart Irrigation System using Soil Moisture Sensors,Plant Leaf Pathology Classifier using Mobile Vision (Variant 9),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Capacitive Soil Sensor; Arduino; Relay Pump,MobileNet; TensorFlow Lite; Flutter App,"smart irrigation, soil moisture, iot, arduino","plant disease, leaf classification, mobile cnn, agritech",0.572,0.417,0.529,Partially Similar,Partially Similar,Same-Domain Variant,Prof. P. Menon,2026-006-17,"Both belong to Agriculture domain, but one is an IoT hardware control system and the other is a computer vision app."
SB0357,PRJ0220,PRJ0430,Chest X-Ray Pneumonia Classifier using CNN,AI Powered ECG Heart Disease Risk Predictor (Variant 9),Diagnoses pulmonary pneumonia from chest X-ray radiograph images using fine-tuned ResNet-50 models.,Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,ResNet-50; PyTorch; DICOM Imaging,Random Forest; SciPy Signal; Scikit-Learn; Flask,"pneumonia, chest x-ray, cnn, medical imaging","ecg risk, heart disease, cardiac prediction, ml",0.542,0.387,0.483,Partially Similar,Partially Similar,Same-Domain Variant,Dr. K. Rao,2026-003-23,"Both are Healthcare AI diagnostic systems, but operate on different organs (Lungs vs Heart) and data modalities (Images vs Signals)."
SB0358,PRJ0221,PRJ0431,SQL Injection Web Application Firewall Prototype,Phishing URL Detector using Machine Learning (Variant 9),Intercepts incoming HTTP POST parameters to block SQL injection payloads using pattern matching rules.,Classifies browser URLs as legitimate or phishing sites using engineered domain features and XGBoost.,ModSecurity; Regex Rules; Nginx WAF,XGBoost; URL Lexical Features; Chrome Extension,"sql injection, waf, web security, payload filtering","phishing url, xgboost, security, browser extension",0.6,0.429,0.571,Partially Similar,Partially Similar,Same-Domain Variant,Prof. M. Reddy,2026-003-19,"Both are Cybersecurity projects, but one operates as an inline WAF server component while the other is a URL classifier extension."
SB0359,PRJ0222,PRJ0432,AI Powered ECG Heart Disease Risk Predictor,Plant Leaf Pathology Classifier using Mobile Vision (Variant 9),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Random Forest; SciPy Signal; Scikit-Learn; Flask,MobileNet; TensorFlow Lite; Flutter App,"ecg risk, heart disease, cardiac prediction, ml","plant disease, leaf classification, mobile cnn, agritech",0.212,0.093,0.095,Different,Different,Cross-Domain Distinct,Dr. V. Nair,2026-006-27,Completely different domains (Human Healthcare vs Plant Agritech) and unrelated objectives.
SB0360,PRJ0223,PRJ0433,Face Recognition Based Student Attendance System,STM32 Smart Grid Energy Metering System (Variant 9),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A LoRa-enabled smart energy meter using STM32 microcontrollers to measure voltage sags and power harmonics.,OpenCV; face_recognition; SQLite; Python,STM32F4; ACS712; LoRaWAN; Grafana,"face recognition, attendance, opencv, biometric","smart grid, energy meter, stm32, lorawan",0.137,0.07,0.086,Different,Different,Cross-Domain Distinct,Prof. G. Deshmukh,2026-004-18,No conceptual overlap; Computer Vision software vs Power Electronics hardware.
SB0361,PRJ0224,PRJ0434,AST Graph Neural Network Code Plagiarism Detector,Submersible Industrial Water Quality Probe Buoy (Variant 9),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A floating solar-powered buoy equipped with RS485 pH and turbidity probes to monitor river chemical contamination.,Tree-sitter; PyTorch Geometric; AST Parser,ESP8266; RS485 Modbus; pH Sensor; Solar MPPT,"ast, graph neural network, code plagiarism, tree-sitter","water quality, ph probe, modbus rs485, solar buoy",0.08,0.01,0.03,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2026-001-16,Cross-domain distinct; NLP Code Analysis vs Environmental IoT Sensing.
SB0362,PRJ0225,PRJ0435,zk-SNARK Zero-Knowledge Academic Credential Registry,Autonomous Quadcopter Path Navigation Drone (Variant 9),Compiles Circom arithmetic circuits to verify university degree qualification without disclosing student grades.,A quadcopter drone running ArduPilot flight controllers for autonomous GPS waypoint obstacle avoidance navigation.,Circom; SnarkJS; Solidity; Ethers.js,Pixhawk 4; Jetson Nano; ROS2; MAVLink,"zk-snark, zero-knowledge proof, degree verification, solidity","quadcopter, flight controller, ros2, waypoint navigation",0.139,0.092,0.101,Different,Different,Cross-Domain Distinct,Prof. G. Deshmukh,2026-005-14,Completely distinct fields (Cryptographic Blockchain vs Aerial Robotics).
SB0363,PRJ0226,PRJ0436,vLLM Distributed Model Server with PagedAttention,RFID Solenoid Door Lock Access Control (Variant 9),Serves 70B parameter LLMs across GPU clusters using vLLM PagedAttention and INT4 quantization.,Unlocks lab doors when authorized MFRC522 13.56MHz RFID cards are scanned at an Arduino reader.,vLLM; Ray; PyTorch; CUDA; FastAPI,MFRC522 RFID; Arduino Uno; Relay Driver,"vllm, distributed llm, pagedattention, cuda","rfid lock, access control, arduino, relay",0.064,0.01,0.022,Different,Different,Cross-Domain Distinct,Prof. G. Deshmukh,2026-002-25,Unrelated architectures; Distributed GPU LLM Infrastructure vs Basic Microcontroller Door Hardware.
SB0364,PRJ0227,PRJ0437,Face Recognition Based Student Attendance System,Webcam Facial Recognition Automated Attendance Marker (Variant 10),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A real-time attendance marking system that detects and identifies student faces from a webcam video stream to update an attendance database.,OpenCV; face_recognition; SQLite; Python,OpenCV; MTCNN; Flask; PostgreSQL,"face recognition, attendance, opencv, biometric","facial attendance, webcam marker, opencv, flask",0.926,0.835,0.957,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-004-20,Essentially the same project with minor framework variations; clear duplicate concept.
SB0365,PRJ0228,PRJ0438,AI Powered ECG Heart Disease Risk Predictor,Cardiac Arrhythmia Classification from ECG Signals using Machine Learning (Variant 10),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,A machine learning system that classifies ECG heart signals to identify cardiac arrhythmia anomalies in real time.,Random Forest; SciPy Signal; Scikit-Learn; Flask,1D-CNN; ECG Biosignals; PyTorch; FastAPI,"ecg risk, heart disease, cardiac prediction, ml","cardiac arrhythmia, ecg classification, signal processing, cnn",0.886,0.759,0.872,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-001-12,High semantic overlap in biosignal processing and cardiac health objectives.
SB0366,PRJ0229,PRJ0439,IoT Smart Irrigation System using Soil Moisture Sensors,Automated Crop Irrigation Controller with ESP32 and Soil Sensors (Variant 10),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,An ESP32-based smart irrigation controller that activates water solenoid valves based on real-time soil moisture and weather inputs.,Capacitive Soil Sensor; Arduino; Relay Pump,ESP32; Soil Sensor; Relay Driver; MQTT,"smart irrigation, soil moisture, iot, arduino","automated irrigation, esp32, soil sensor, mqtt",0.943,0.868,0.89,Similar,Similar,Duplicate / Near-Duplicate,Prof. L. Fernandes,2026-002-14,Identical core problem statement and hardware architecture.
SB0367,PRJ0230,PRJ0440,Blockchain Based Decentralized Student Voting DApp,Ethereum Smart Contract Voting Platform for University Elections (Variant 10),Records university student council election votes immutably on an Ethereum blockchain to prevent tampering.,"A decentralized voting application using Solidity smart contracts to conduct secure, transparent student elections.",Ethereum; Solidity; Web3.js; React,Solidity; Hardhat; Ethers.js; Next.js,"blockchain voting, student elections, smart contract, ethereum","ethereum voting, dapp, solidity, election security",0.967,0.893,0.959,Similar,Similar,Duplicate / Near-Duplicate,Prof. S. Iyer,2026-001-27,Near-duplicate concept; core smart contract logic and objective match.
SB0368,PRJ0231,PRJ0441,AST Graph Neural Network Code Plagiarism Detector,Source Code Structural Similarity Analyzer using Program Graphs (Variant 10),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A tool that converts programming assignments into Program Dependence Graphs to identify structural code clones across student submissions.,Tree-sitter; PyTorch Geometric; AST Parser,AST Parser; Graph Isomorphism Net; NetworkX,"ast, graph neural network, code plagiarism, tree-sitter","code similarity, program dependence graph, structural clone, gnn",0.915,0.809,0.917,Similar,Similar,Duplicate / Near-Duplicate,Prof. S. Iyer,2026-005-22,Very close algorithmic methodology and identical target domain.
SB0369,PRJ0232,PRJ0442,RFID Card Based Student Attendance System,Face Recognition Based Student Attendance System (Variant 10),Records student attendance at classroom entry using MFRC522 RFID cards and microcontroller logging.,An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,MFRC522 RFID; Arduino Uno; LCD Display,OpenCV; face_recognition; SQLite; Python,"rfid attendance, card reader, arduino, student log","face recognition, attendance, opencv, biometric",0.649,0.492,0.626,Partially Similar,Partially Similar,Same-Domain Variant,Prof. P. Menon,2026-003-28,Shares the same domain objective (Attendance) but utilizes completely different hardware/software modalities (RFID vs Vision).
SB0370,PRJ0233,PRJ0443,IoT Smart Irrigation System using Soil Moisture Sensors,Plant Leaf Pathology Classifier using Mobile Vision (Variant 10),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Capacitive Soil Sensor; Arduino; Relay Pump,MobileNet; TensorFlow Lite; Flutter App,"smart irrigation, soil moisture, iot, arduino","plant disease, leaf classification, mobile cnn, agritech",0.57,0.387,0.515,Partially Similar,Partially Similar,Same-Domain Variant,Prof. S. Iyer,2026-006-16,"Both belong to Agriculture domain, but one is an IoT hardware control system and the other is a computer vision app."
SB0371,PRJ0234,PRJ0444,Chest X-Ray Pneumonia Classifier using CNN,AI Powered ECG Heart Disease Risk Predictor (Variant 10),Diagnoses pulmonary pneumonia from chest X-ray radiograph images using fine-tuned ResNet-50 models.,Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,ResNet-50; PyTorch; DICOM Imaging,Random Forest; SciPy Signal; Scikit-Learn; Flask,"pneumonia, chest x-ray, cnn, medical imaging","ecg risk, heart disease, cardiac prediction, ml",0.482,0.381,0.498,Partially Similar,Partially Similar,Same-Domain Variant,Dr. K. Rao,2026-001-15,"Both are Healthcare AI diagnostic systems, but operate on different organs (Lungs vs Heart) and data modalities (Images vs Signals)."
SB0372,PRJ0235,PRJ0445,SQL Injection Web Application Firewall Prototype,Phishing URL Detector using Machine Learning (Variant 10),Intercepts incoming HTTP POST parameters to block SQL injection payloads using pattern matching rules.,Classifies browser URLs as legitimate or phishing sites using engineered domain features and XGBoost.,ModSecurity; Regex Rules; Nginx WAF,XGBoost; URL Lexical Features; Chrome Extension,"sql injection, waf, web security, payload filtering","phishing url, xgboost, security, browser extension",0.602,0.439,0.611,Partially Similar,Partially Similar,Same-Domain Variant,Dr. R. Kumar,2026-001-17,"Both are Cybersecurity projects, but one operates as an inline WAF server component while the other is a URL classifier extension."
SB0373,PRJ0236,PRJ0446,AI Powered ECG Heart Disease Risk Predictor,Plant Leaf Pathology Classifier using Mobile Vision (Variant 10),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Random Forest; SciPy Signal; Scikit-Learn; Flask,MobileNet; TensorFlow Lite; Flutter App,"ecg risk, heart disease, cardiac prediction, ml","plant disease, leaf classification, mobile cnn, agritech",0.21,0.099,0.122,Different,Different,Cross-Domain Distinct,Dr. V. Nair,2026-006-17,Completely different domains (Human Healthcare vs Plant Agritech) and unrelated objectives.
