Taxonomy_ID,Domain,Sub_Domain,Topic,Parent_Topic,Description,Common_Keywords,Related_Keywords,Technologies,Algorithms,Programming_Languages,Frameworks,Libraries,Hardware,Typical_Datasets,Research_Areas,Application_Areas,Difficulty_Level,Industry,Emerging_Topic,Trend_Level,Related_Domains,Source,Notes
AE-0135,Medical Imaging,Radiology AI,X-ray Analysis,Radiology AI,Automated analysis of chest X-rays for pathology detection.,"X-ray,CXR,chest radiograph,pathology detection,radiology,DICOM","pneumonia,pleural effusion,cardiomegaly,nodule,atelectasis",Python,"DenseNet,ResNet,U-Net,Vision Transformer",Python,"PyTorch,TensorFlow","pydicom, torchvision, monai",GPU,"CheXpert,MIMIC-CXR,ChestX-ray14,NIH Chest X-ray","Multi-label Chest Disease,Radiology Report Generation","Hospital Radiology,Screening Programs,Teleradiology",Advanced,Healthcare,No,High,"Deep Learning,Computer Vision,Healthcare",AcadEval Research Team,
AE-0136,Medical Imaging,Radiology AI,CT Scan Analysis,Radiology AI,AI-based analysis of 3D CT scans for organ segmentation and lesion detection.,"CT scan,3D segmentation,lung nodule,organ segmentation,DICOM,HU","3D CNN,volumetric analysis,Hounsfield unit,multi-slice,CAD",Python,"3D U-Net,nnU-Net,Swin UNETR,MONAI networks",Python,"PyTorch,MONAI","monai, pydicom, SimpleITK, nibabel",GPU,"LIDC-IDRI,KiTS21,Decathlon,TotalSegmentator","Foundation Models for CT,Multi-organ Segmentation","Oncology,Surgery Planning,Emergency Radiology",Expert,Healthcare,Yes,High,"Deep Learning,Computer Vision",AcadEval Research Team,
AE-0137,Medical Imaging,Pathology AI,Whole Slide Image Analysis,Pathology AI,Analyzing gigapixel pathology slides using computational methods.,"WSI,whole slide image,pathology,H&E,tumor classification,MIL","patch extraction,tissue segmentation,cell detection,stain normalization",Python,"MIL,CLAM,TransMIL,HoverNet",Python,PyTorch,"openslide-python, staintools, torchvision",GPU,"TCGA,CAMELYON16,PANDA,TCGA-LUNG","Foundation Models for Pathology,Multimodal Pathology","Cancer Diagnosis,Tumor Grading,Drug Response Prediction",Expert,"Healthcare,Pharma",Yes,High,"Deep Learning,Computer Vision",AcadEval Research Team,
AE-0138,Medical Imaging,MRI Analysis,Brain MRI Segmentation,MRI Analysis,Segmenting brain structures and lesions from MRI scans.,"brain MRI,segmentation,lesion,tumor,FreeSurfer,atlas,T1,T2,FLAIR","glioma,multiple sclerosis,white matter,gray matter,skull stripping",Python,"U-Net,nnU-Net,3D U-Net,SynthSeg",Python,"PyTorch,MONAI","nibabel, nilearn, monai, SimpleITK",GPU,"BraTS,ABIDE,HCP,OASIS","Federated MRI,Synthetic MRI Augmentation,Multi-modal MRI","Neurology,Neurosurgery,Psychiatry Research",Expert,"Healthcare,Research",Yes,High,"Deep Learning,Neuroscience,Healthcare",AcadEval Research Team,
AE-0139,Medical Imaging,Ultrasound Analysis,Fetal Ultrasound Screening,Ultrasound,AI-based analysis of ultrasound images for fetal health assessment.,"ultrasound,fetal,biometry,standard plane,classification,segmentation","anatomy detection,gestational age,IUGR,cardiac screening",Python,"CNN,U-Net,YOLO,Transformer",Python,PyTorch,"torchvision, opencv-python",Ultrasound Machine,"FETAL Planes,HC18 Grand Challenge,Thyroid Ultrasound","Multi-view Ultrasound,3D Ultrasound,Portable Ultrasound AI","Obstetrics,Emergency Medicine,Point-of-care Ultrasound",Advanced,Healthcare,Yes,High,"Deep Learning,Computer Vision",AcadEval Research Team,
AE-0140,Bioinformatics,Genomics,DNA Sequence Analysis,Genomics,Computational analysis of DNA sequences for variant calling and genome assembly.,"DNA,genome,sequence,FASTQ,variant calling,SNP,NGS,alignment","WGS,WES,read mapping,BWA,GATK,VCF,reference genome","Python, R","Smith-Waterman,Needleman-Wunsch,de Bruijn Graph Assembly","Python,R",Biopython,"biopython, pysam, pyvcf",HPC Cluster,"1000 Genomes,ENCODE,TCGA,GnomAD","Pangenome,Long-read Sequencing,Ancient DNA Analysis","Personalized Medicine,Genetic Disorder Diagnosis,Cancer Genomics",Expert,"Healthcare,Research,Pharma",No,High,"Machine Learning,Healthcare",AcadEval Research Team,
AE-0141,Bioinformatics,Proteomics,Protein Structure Prediction,Proteomics,Predicting 3D protein structure from amino acid sequences.,"protein structure,AlphaFold,amino acid,sequence,folding,PDB,backbone","homology modeling,ab initio,tertiary structure,Ramachandran plot",Python,"AlphaFold2,RoseTTAFold,ESMFold,ProteinBERT",Python,Hugging Face,"biopython, py3Dmol, MDAnalysis",GPU,"PDB,CATH,SCOPe,CASP targets","Protein-protein Interaction,Protein Design,Drug Target","Drug Discovery,Vaccine Design,Synthetic Biology",Expert,"Pharma,Research,Healthcare",Yes,High,"Deep Learning,Drug Discovery",AcadEval Research Team,
AE-0142,Bioinformatics,Transcriptomics,Single-cell RNA Sequencing,Transcriptomics,Analyzing gene expression at single-cell resolution using scRNA-seq.,"scRNA-seq,single cell,gene expression,clustering,UMAP,cell type","10x Genomics,Seurat,Scanpy,trajectory,cell state,marker gene","Python, R","Clustering,Trajectory Inference,Cell-type Annotation","Python,R",Scanpy,"scanpy, anndata, scvelo, harmonypy",HPC,"10x Genomics Datasets,Human Cell Atlas,Tabula Muris","Spatial Transcriptomics,Multi-omics Integration,Foundation Models for scRNA","Cancer Biology,Immunology,Developmental Biology",Expert,"Research,Healthcare,Pharma",Yes,High,"Machine Learning,Healthcare",AcadEval Research Team,
AE-0143,Bioinformatics,Systems Biology,Gene Regulatory Networks,Systems Biology,Modeling networks of gene interactions controlling biological processes.,"gene regulatory network,GRN,transcription factor,regulatory element","Boolean network,ODE model,network inference,motif,hub gene","Python, R","GENIE3,ARACNE,Weighted Correlation Network Analysis","Python,R",,"networkx, pyscenic, igraph",,"GEO,STRING,ENCODE","Network Rewiring in Disease,Single-cell GRN","Systems Pharmacology,Cancer Biology,Synthetic Biology",Expert,"Research,Pharma",No,Medium,"Machine Learning,Graph Neural Networks",AcadEval Research Team,
AE-0144,Bioinformatics,Metagenomics,Microbiome Analysis,Metagenomics,Analyzing microbial communities directly from environmental samples.,"metagenomics,microbiome,16S rRNA,gut microbiome,OTU,diversity","shotgun sequencing,taxonomic classification,alpha diversity,beta diversity","Python, R","QIIME2,Kraken2,MetaPhlAn,Random Forest","Python,R",QIIME2,"biom-format, scikit-bio, qiime2",HPC,"Human Microbiome Project,EBI Metagenomics","Microbiome-disease Association,Multi-kingdom Analysis","Gastroenterology,Oncology,Nutrition,Drug Response",Expert,"Healthcare,Research",Yes,High,"Machine Learning,Healthcare",AcadEval Research Team,
AE-0145,Agriculture,Crop Disease Detection,Image-based Disease Detection,Crop Disease Detection,Using computer vision to identify plant diseases from leaf images.,"crop disease,leaf,image classification,plant disease,CNN,PlantVillage","blight,rust,powdery mildew,spot,chlorosis,symptom",Python,"ResNet,EfficientNet,MobileNet,VGG",Python,"PyTorch,TensorFlow","torchvision, Pillow","Smartphone Camera,Drone Camera","PlantVillage,PlantDoc,Cassava Leaf Disease (Kaggle)","Few-shot Plant Disease,Real-world Field Conditions","Food Security,Agronomy Advisory,Precision Agriculture",Beginner,Agriculture,No,High,"Computer Vision,Deep Learning,Smart Farming",AcadEval Research Team,
AE-0146,Agriculture,Yield Prediction,Crop Yield Forecasting,Yield Prediction,"Predicting crop yield using satellite imagery, weather, and soil data.","yield prediction,remote sensing,NDVI,soil,weather,satellite,regression","multispectral,time series,phenology,growing degree days,LAI","Python, R","Random Forest,LSTM,CNN-LSTM,Gaussian Process","Python,R","scikit-learn,PyTorch","rasterio, geopandas, scikit-learn",,"USDA NASS,Eurostat,Sentinel-2,Landsat","Multi-crop Forecasting,Climate Change Impact","Food Security Planning,Insurance,Commodity Markets",Intermediate,"Agriculture,Finance,Government",No,High,"Remote Sensing,GIS,Machine Learning",AcadEval Research Team,
AE-0147,Agriculture,Soil Analysis,Soil Health Monitoring,Soil Analysis,"Assessing soil nutrients, pH, and moisture using sensors and ML.","soil,nutrient,pH,moisture,NPK,soil sensor,fertility","organic matter,electroconductivity,hyperspectral,soil sampling",Python,"Random Forest,SVM,ANN,XGBoost",Python,scikit-learn,"pandas, scipy","Soil Sensor,Spectrometer","LUCAS Soil Dataset,Soil Survey Geographic Database","Hyperspectral Soil Sensing,Digital Soil Mapping","Precision Agriculture,Fertilizer Recommendation",Intermediate,Agriculture,No,Medium,"Remote Sensing,IoT,Smart Farming",AcadEval Research Team,
AE-0148,Agriculture,Livestock Monitoring,Animal Behavior Analysis,Livestock Monitoring,Using sensors and vision AI to monitor livestock health and behavior.,"livestock,cattle,pig,poultry,activity,health monitoring,RFID","accelerometer,GPS,estrus detection,lameness,body condition score",Python,"CNN,LSTM,Random Forest",Python,"scikit-learn,PyTorch","pandas, scipy","RFID,Accelerometer,Camera","Animal behavior datasets,farm sensor datasets","Precision Livestock Farming,Disease Early Warning","Dairy,Poultry,Swine Farming,Veterinary",Intermediate,"Agriculture,Healthcare",Yes,Medium,"Computer Vision,IoT,Healthcare",AcadEval Research Team,
AE-0149,Agriculture,Crop Water Management,Irrigation Efficiency Analysis,Crop Water Management,Analyzing crop water consumption to optimize irrigation strategies.,"water stress,ETa,crop coefficient,CWSI,remote sensing,water use efficiency","NDWI,evapotranspiration,soil water balance,thermal imaging",Python,"Regression,LSTM,Energy Balance Models",Python,scikit-learn,"pandas, pvlib, rasterio","Thermal Camera,Weather Station","FAO AQUASTAT,USDA AquaCrop,Landsat thermal bands","Deficit Irrigation,Water Productivity Mapping","Rice,Wheat,Maize,Sugarcane Cultivation",Intermediate,"Agriculture,Environment",No,Medium,"Remote Sensing,GIS,Smart Farming",AcadEval Research Team,
AE-0150,Smart Farming,Precision Irrigation,AI-based Irrigation Scheduling,Precision Irrigation,Optimizing irrigation timing and volume using AI and IoT sensor data.,"irrigation,soil moisture,ET,evapotranspiration,drip,scheduling","FAO-56,Penman-Monteith,water use efficiency,deficit irrigation",Python,"Random Forest,LSTM,Fuzzy Control",Python,scikit-learn,"pandas, scipy, pvlib","Soil Moisture Sensor,Weather Station","NASA POWER,USDA AquaCrop,OpenET","Deficit Irrigation Optimization,Digital Twin for Irrigation","Fruit,Vegetable,Rice,Wheat Cultivation",Intermediate,Agriculture,Yes,High,"IoT,Agriculture,Digital Twin",AcadEval Research Team,
AE-0151,Smart Farming,Agricultural Robotics,Harvesting Robots,Agricultural Robotics,"Autonomous robots for picking, sorting, and harvesting crops.","harvesting robot,pick and place,fruit detection,manipulator,gripper","vision-guided robot,soft gripper,apple picking,strawberry,lettuce","Python, ROS","YOLO,Mask R-CNN,PointNet for fruit localization","Python,ROS","ROS,PyTorch","ultralytics, moveit","Robot Arm,Depth Camera","MinneApple,Fuji Apple Dataset,WUR Tomato","Selective Harvesting,Night-time Harvesting,Multi-crop Robots","Fruit Orchards,Greenhouse,Row Crops",Expert,"Agriculture,Manufacturing",Yes,High,"Robotics,Computer Vision",AcadEval Research Team,
AE-0152,Smart Farming,Drone-based Farming,Agricultural Drone Spraying,Drone-based Farming,Using drones for precise pesticide and fertilizer application.,"agricultural drone,spraying,UAV,variable rate application,GPS,NDVI","coverage map,flight path,boom nozzle,electrostatic spraying","Python, C++","Path Planning,Coverage Optimization","Python,C++","DJI SDK,ROS","pymavlink, dronekit","Agricultural Drone,GPS","Drone spraying field datasets,UAV NDVI datasets","Variable Rate Spraying,Swarm Drone Farming","Pest Control,Fertilization,Seeding",Intermediate,Agriculture,Yes,High,"Drone Technology,GIS,Remote Sensing",AcadEval Research Team,
AE-0153,Smart Farming,Greenhouse Automation,Climate Control in Greenhouses,Greenhouse Automation,"Automated control of temperature, humidity, CO2, and lighting in greenhouses.","greenhouse,climate control,humidity,temperature,CO2,lighting,HVAC","PID control,fuzzy logic,reinforcement learning,energy efficiency","Python, C","PID,Fuzzy Logic,Model Predictive Control,RL","Python,C",,"pandas, scipy","Environmental Sensor,Actuator","Dutch greenhouse datasets,KWIN greenhouse data","Digital Twin Greenhouse,Energy-optimal Climate Control","Tomato,Pepper,Cucumber,Flower Cultivation",Intermediate,Agriculture,Yes,High,"IoT,Digital Twin,Agriculture",AcadEval Research Team,
AE-0154,Smart Farming,Crop Monitoring,Multi-spectral Crop Analysis,Crop Monitoring,Using multi-spectral imagery from drones or satellites to assess crop health.,"multispectral,NDVI,NDRE,crop health,drone imagery,stress detection","red edge,near-infrared,biomass estimation,canopy,growth stage",Python,"Random Forest,CNN,U-Net,SNIC",Python,"scikit-learn,PyTorch","rasterio, geopandas, opencv-python",Multispectral Drone,"Sentinel-2,DJI Phantom multispectral datasets","Hyperspectral Crop Analysis,Drone-satellite Fusion","Precision Agriculture,Crop Insurance,Yield Mapping",Intermediate,"Agriculture,Insurance",No,High,"Remote Sensing,Computer Vision,Drone Technology",AcadEval Research Team,
AE-0155,Education,Intelligent Tutoring Systems,Adaptive Learning,ITS,AI-driven educational systems that personalize content to individual learners.,"adaptive learning,ITS,knowledge tracing,mastery,personalization","Bayesian knowledge tracing,learning path,spaced repetition,MOOC",Python,"Bayesian Knowledge Tracing,Deep Knowledge Tracing (DKT)",Python,scikit-learn,"pandas, networkx",,"ASSISTments,JUNYI Academy,Ednet","Multi-modal Learning Analytics,Metacognitive Support","K-12,University,Corporate Training,MOOCs",Intermediate,"Education,Tech",Yes,High,"Machine Learning,NLP",AcadEval Research Team,
AE-0156,Education,Learning Analytics,Student Performance Prediction,Learning Analytics,Predicting student academic outcomes from learning behavior data.,"learning analytics,student performance,prediction,LMS,engagement,dropout","clickstream,quiz scores,session duration,participation,Moodle","Python, R","Logistic Regression,Random Forest,XGBoost,LSTM","Python,R",scikit-learn,"pandas, matplotlib, scikit-learn",,"Open University Learning Analytics (OULAD),Kaggle Student Performance","Early Intervention,Fairness in Education AI","Universities,K-12,MOOCs,Corporate Training",Intermediate,Education,No,High,"Data Science,Machine Learning",AcadEval Research Team,
AE-0157,Education,Automated Assessment,Essay Grading,Automated Assessment,Automated scoring of student essays and open-ended responses.,"automated essay grading,AES,rubric,holistic score,NLP,scoring","coherence,grammar,content,organization,Turnitin,ASAP",Python,"BERT,BiLSTM,Regression Models",Python,Hugging Face,"transformers, nltk",,"ASAP Essay Scoring (Kaggle),Feedback Prize (Kaggle)","Feedback Generation,Bias in Automated Scoring","Standardized Testing,University Admissions,K-12",Intermediate,Education,Yes,High,"NLP,Machine Learning",AcadEval Research Team,
AE-0158,Education,Educational Games,Gamification in Learning,Educational Games,Applying game mechanics to educational contexts to improve engagement.,"gamification,badge,leaderboard,points,quest,engagement,game-based learning","motivation,self-efficacy,flow,reward,challenge,feedback loop","Python, JavaScript, Unity",Reinforcement Learning for Adaptive Games,"Python,JavaScript","Unity,Godot","pygame, flask",,Game-based learning interaction datasets,"AI Game Masters,Serious Games,Narrative-based Learning","K-12,Language Learning,STEM,Corporate Training",Beginner,"Education,Gaming",No,Medium,"HCI,AI",AcadEval Research Team,
AE-0159,Education,MOOCs,Course Recommendation Systems,MOOCs,Recommending online courses based on learner profiles and learning goals.,"MOOC,course recommendation,learner profile,collaborative filtering,content-based","Coursera,edX,learning preference,skill gap,completion rate",Python,"Collaborative Filtering,Content-based Filtering,Hybrid Models",Python,scikit-learn,"pandas, surprise",,"MOOC user interaction datasets,Coursera Datasets","Multi-domain Course Recommendation,Lifelong Learning Paths","Online Education Platforms,Corporate L&D,Upskilling",Intermediate,"Education,Tech",No,High,"Machine Learning,Data Science",AcadEval Research Team,
AE-0160,FinTech,Fraud Detection,Credit Card Fraud Detection,Fraud Detection,Detecting fraudulent transactions using ML on imbalanced transaction data.,"fraud,transaction,imbalanced,anomaly,credit card,SMOTE,XGBoost","chargeback,false positive,real-time scoring,behavioral analytics",Python,"XGBoost,LightGBM,Isolation Forest,Autoencoder,GNN",Python,"scikit-learn,PyTorch","imbalanced-learn, xgboost",,"IEEE-CIS Fraud Detection,PaySim,Kaggle Credit Card Fraud","Real-time Fraud,Graph-based Fraud,Explainable Fraud Detection","Banking,Payment Networks,E-commerce",Advanced,Finance,No,High,"Machine Learning,Cyber Security,Blockchain",AcadEval Research Team,
AE-0161,FinTech,Algorithmic Trading,Stock Price Prediction,Algorithmic Trading,Predicting stock prices and generating trading signals using ML.,"stock prediction,technical analysis,LSTM,trading,return,alpha,volatility","momentum,mean reversion,Sharpe ratio,portfolio,backtesting",Python,"LSTM,Transformer,ARIMA,RL-based Trading",Python,PyTorch,"pandas-ta, backtrader, zipline",,"Yahoo Finance,Quandl,Alpha Vantage","Reinforcement Learning Trading,Alternative Data,High-frequency Trading","Investment Banks,Hedge Funds,Retail Trading",Expert,Finance,Yes,High,"Machine Learning,Data Science,Business Analytics",AcadEval Research Team,
AE-0162,FinTech,Credit Risk,Loan Default Prediction,Credit Risk,Predicting probability of loan default to manage lending risk.,"credit risk,default,credit score,LGD,PD,EAD,scorecard","FICO,credit bureau,LTV,DSCR,income,employment history","Python, R","Logistic Regression,XGBoost,LightGBM,Neural Network","Python,R",scikit-learn,"pandas, xgboost, scorecardpy",,"Lending Club,Home Credit,German Credit (UCI)","Fairness in Credit Scoring,Explainable Credit AI,Dynamic Credit","Banks,Credit Unions,NBFC,FinTech Lenders",Intermediate,Finance,No,High,"Machine Learning,Data Science",AcadEval Research Team,
AE-0163,FinTech,RegTech,Anti-Money Laundering,RegTech,Automated detection of money laundering patterns in financial transactions.,"AML,KYC,suspicious transaction,FATF,shell company,layering","transaction monitoring,beneficial ownership,watchlist screening",Python,"GNN,LSTM,Isolation Forest,Link Analysis",Python,"PyTorch Geometric,scikit-learn","networkx, pandas",,"Synthetic AML datasets,SWIFT transaction data","Graph-based AML,Real-time Transaction Monitoring","Banks,Payment Processors,Regulators",Advanced,Finance,Yes,High,"Machine Learning,Blockchain,Cyber Security",AcadEval Research Team,
AE-0164,FinTech,InsurTech,Insurance Risk Scoring,InsurTech,AI-driven risk assessment for insurance pricing and underwriting.,"insurance,risk scoring,actuarial,premium,claims,underwriting,telematics","loss ratio,exposure,IoT telematics,mortality table,UBI","Python, R","GLM,XGBoost,GBM,Neural Networks,Survival Analysis","Python,R",scikit-learn,"lifelines, pandas, scikit-learn",,"ClaimPrediction Kaggle,French Motor Insurance","Telematics-based Insurance,NLP for Claims,Catastrophe Modeling","Auto Insurance,Health Insurance,Life Insurance,Property",Advanced,"Finance,Healthcare",Yes,High,"Machine Learning,IoT,Healthcare",AcadEval Research Team,
AE-0165,E-Commerce,Recommendation Systems,Collaborative Filtering,Recommendation Systems,Recommending products based on user-item interaction patterns.,"collaborative filtering,matrix factorization,user-item,recommendation,SVD","implicit feedback,explicit feedback,cold start,serendipity,diversity",Python,"SVD,NMF,ALS,Neural Collaborative Filtering,LightGCN",Python,"scikit-learn,PyTorch","surprise, lightfm, recbole",,"MovieLens,Amazon Reviews,Netflix Prize,Yelp","Sequential Recommendation,Multi-modal Recommendation,LLM-powered Rec","E-commerce,Streaming,News,Social Media",Intermediate,"Retail,Media,Tech",No,High,"Machine Learning,Deep Learning,NLP",AcadEval Research Team,
AE-0166,E-Commerce,Dynamic Pricing,Price Optimization,Dynamic Pricing,Optimizing product prices in real-time based on demand and competition.,"dynamic pricing,price elasticity,demand forecasting,competitor,margin","markdown,surge pricing,A/B pricing test,revenue management",Python,"XGBoost,Reinforcement Learning,Bayesian Optimization",Python,scikit-learn,"pandas, scipy",,"Retail pricing datasets,Kaggle pricing competitions","Multi-product Pricing,Fairness in Dynamic Pricing","E-commerce,Airlines,Hotels,Ride-sharing",Advanced,"Retail,Transport",Yes,High,"Machine Learning,Business Analytics",AcadEval Research Team,
AE-0167,E-Commerce,Customer Churn,Churn Prediction,Customer Churn,Predicting which customers are likely to stop using a service.,"churn,retention,customer lifetime value,CLV,RFM,attrition","subscription,cancellation,engagement score,NPS,cohort analysis","Python, R","XGBoost,Random Forest,Logistic Regression,LSTM","Python,R",scikit-learn,"pandas, lifetimes",,"Telco Customer Churn (Kaggle),IBM Telco","Early Intervention,Causal Churn,Multi-touch Attribution","SaaS,Telecom,Banking,Streaming",Intermediate,"Retail,Telecom,Finance",No,High,"Machine Learning,Business Analytics",AcadEval Research Team,
AE-0168,E-Commerce,Visual Search,Image-based Product Search,Visual Search,Allowing users to search for products using images instead of text.,"visual search,image similarity,product matching,embedding,CLIP,retrieval","re-ranking,approximate nearest neighbor,fashion similarity,ANN search",Python,"CLIP,ResNet,EfficientNet,FAISS-based Retrieval",Python,PyTorch,"faiss, annoy, hnswlib",GPU,"DeepFashion,Stanford Online Products,In-shop Clothes Retrieval","Multi-modal Search,Cross-domain Visual Search","Fashion,Home Decor,Furniture,Electronics",Intermediate,"Retail,Tech",Yes,High,"Computer Vision,Deep Learning",AcadEval Research Team,
AE-0169,E-Commerce,Conversational Commerce,Shopping Chatbots,Conversational Commerce,AI chatbots that guide customers through product discovery and purchase.,"chatbot,conversational AI,product recommendation,intent,slot,NLU","shopping assistant,product QA,dialogue,add to cart,checkout",Python,"BERT,GPT,Rasa,DialoGPT",Python,"Rasa,LangChain","transformers, rasa",,"E-commerce dialogue datasets,TaskBot dataset","Multimodal Shopping Chatbot,LLM-powered Commerce","Online Retail,Luxury,B2B Procurement",Intermediate,"Retail,Tech",Yes,High,"NLP,Generative AI,E-Commerce",AcadEval Research Team,
AE-0170,Embedded Systems,Real-Time Operating Systems,RTOS Design,RTOS,Designing real-time operating systems for deterministic task scheduling.,"RTOS,FreeRTOS,task,scheduler,preemption,interrupt,latency,deadline","priority inversion,semaphore,mutex,ISR,watchdog,tick",C,"Priority Scheduling,EDF,Rate Monotonic",C,"FreeRTOS,Zephyr RTOS",cmsis-rtos,"Microcontroller,STM32,ESP32",RTOS benchmark datasets,"Mixed-criticality Systems,ML on RTOS,Automotive RTOS","Automotive,Industrial,Medical Devices,Consumer Electronics",Advanced,"Manufacturing,Automotive,Healthcare",No,Medium,"Electronics,IoT,Automotive",AcadEval Research Team,
AE-0171,Embedded Systems,Firmware Development,Bare-metal Programming,Firmware,Programming microcontrollers directly without an OS for maximum efficiency.,"bare-metal,firmware,microcontroller,GPIO,SPI,I2C,UART,register","HAL,clock,interrupt,PWM,ADC,DAC,peripheral driver","C, Assembly","Polling,Interrupt-driven,DMA","C,Assembly","STM32CubeIDE,Arduino IDE","STM32 HAL, libopencm3","STM32,AVR,MSP430",Embedded benchmark suites (EEMBC),"RISC-V Bare-metal,Secure Firmware,OTA Firmware Update","Consumer Electronics,Medical Devices,Industrial,Automotive",Advanced,"Manufacturing,Consumer Electronics",No,Medium,"Electronics,IoT",AcadEval Research Team,
AE-0172,Embedded Systems,TinyML,Machine Learning on Microcontrollers,TinyML,Running ML inference on microcontrollers with extreme resource constraints.,"TinyML,MCU,inference,model compression,quantization,INT8,TFLite Micro","keyword spotting,anomaly detection,person detection,wake word","C, Python","Quantization,Pruning,Knowledge Distillation","C,Python","TensorFlow Lite Micro,CMSIS-NN","tflite-micro, onnxruntime","Arduino,STM32,ESP32","MLPerf Tiny,Google Speech Commands,Harvard TinyML Datasets","Ultra-low-power ML,Hardware-neural Co-design","Smart Sensors,Industrial IoT,Wearables,Smart Agriculture",Expert,"Manufacturing,Healthcare,Consumer Electronics",Yes,High,"IoT,Machine Learning,Edge AI",AcadEval Research Team,
AE-0173,Embedded Systems,Signal Acquisition,ADC and DAC Interfacing,Signal Acquisition,Interfacing analog sensors to digital microcontrollers through ADC/DAC.,"ADC,DAC,sampling rate,resolution,Nyquist,anti-aliasing,signal conditioning","oversampling,averaging,SPI,I2C,differential input,ground loop",C,"Sigma-Delta ADC,SAR ADC,Pipeline ADC",C,,,"Microcontroller,Op-amp,ADC IC",Embedded signal datasets,"Precision ADC Design,AI-assisted Calibration","Medical Devices,Audio,Industrial Sensors,Test Equipment",Advanced,"Manufacturing,Healthcare,Electronics",No,Medium,"Signal Processing,Electronics",AcadEval Research Team,
AE-0174,Embedded Systems,Embedded Linux,Linux on ARM Embedded,Embedded Linux,Running Linux on ARM-based embedded systems for richer processing capability.,"embedded Linux,Yocto,Buildroot,device tree,kernel,ARM,board bring-up","cross-compilation,bootloader,U-Boot,root filesystem,systemd","C, Python, Shell","Real-time Extensions (PREEMPT-RT),Virtualization","C,Python,Shell","Yocto,Buildroot",,"Raspberry Pi,BeagleBone,i.MX6",Buildroot regression datasets,"Containerized Embedded Linux,AI on Embedded Linux","Industrial Gateways,Healthcare Devices,Automotive HMI",Advanced,"Manufacturing,Automotive,Healthcare",No,Medium,"IoT,Software Engineering",AcadEval Research Team,
AE-0175,Electronics,VLSI Design,Digital Circuit Design,VLSI,Designing complex digital circuits using hardware description languages.,"VLSI,FPGA,ASIC,Verilog,VHDL,synthesis,timing,logic gate","RTL,place and route,DRC,LVS,floorplan,signoff,EDA","Verilog, VHDL, Python","Logic Synthesis,Technology Mapping,Timing Analysis","Verilog,VHDL","Vivado,Quartus","cocotb, pyverilog",FPGA Board,ISCAS benchmark circuits,"ML-assisted EDA,Chiplet Design,RISC-V ASIC","Consumer Electronics,Computing,Communications,Automotive",Expert,"Semiconductors,Electronics",Yes,High,"Embedded Systems,Computing",AcadEval Research Team,
AE-0176,Electronics,Power Electronics,DC-DC Converter Design,Power Electronics,Designing efficient power conversion circuits for electronic systems.,"DC-DC converter,buck,boost,efficiency,switching frequency,PWM,inductor","MOSFET,GaN,SiC,ripple,regulation,SMPS,topology","MATLAB, Python","PID Control,Model Predictive Control","MATLAB,Python","MATLAB/Simulink,LTspice","ltspice, numpy","Oscilloscope,Power Supply",Power converter benchmark datasets,"Wide Bandgap Devices,AI-aided Power Electronics Design","Electric Vehicles,Renewables,Consumer Electronics,Industrial",Advanced,"Energy,Automotive,Electronics",Yes,High,"Renewable Energy,Autonomous Vehicles",AcadEval Research Team,
AE-0177,Electronics,Analog Circuit Design,Op-Amp Circuit Design,Analog,Designing operational amplifier circuits for signal conditioning and processing.,"op-amp,analog,amplifier,filter,comparator,bias point,gain bandwidth","inverting,non-inverting,integrator,differentiator,feedback,slew rate","MATLAB, Python","Bode Analysis,Monte Carlo Simulation,SPICE","MATLAB,Python","LTspice,Cadence","PySpice, numpy","Oscilloscope,Breadboard",SPICE simulation benchmark datasets,"AI-assisted Analog Design,Low-power Analog,Neuromorphic Analog","Audio,Communication,Sensor Interface,Medical Devices",Advanced,"Electronics,Healthcare",No,Medium,"Signal Processing,Embedded Systems",AcadEval Research Team,
AE-0178,Electronics,PCB Design,High-speed PCB Design,PCB Design,Designing printed circuit boards for high-speed digital signal integrity.,"PCB,signal integrity,EMI,impedance matching,stack-up,trace,via","differential pair,ground plane,return path,crosstalk,eye diagram",Python,"Signal Integrity Simulation,EMI Prediction",Python,"Altium Designer,KiCad","scikit-rf, shapely","VNA,Oscilloscope",PCB signal integrity benchmarks,"AI-driven PCB Layout,5G PCB Design,Thermal PCB Management","Consumer Electronics,Automotive,Aerospace,Medical Devices",Advanced,"Electronics,Automotive,Aerospace",Yes,Medium,"Networking,Wireless Communication",AcadEval Research Team,
AE-0179,Electronics,Sensors and Transducers,MEMS Sensor Design,Sensors,Design and characterization of MEMS-based sensors for IoT and consumer applications.,"MEMS,accelerometer,gyroscope,pressure sensor,MEMS microphone,inertial","fabrication,etching,packaging,calibration,noise,bias,drift","MATLAB, Python","FEM Simulation,Kalman Filter for Sensor Fusion","MATLAB,Python",MATLAB/Simulink,"numpy, scipy",MEMS Evaluation Board,"IMU datasets,MEMS sensor characterization datasets","MEMS for Biomedical,Optical MEMS,Energy Harvesting MEMS","Consumer Electronics,Wearables,Industrial Sensing,Automotive",Expert,"Electronics,Consumer Electronics,Automotive",No,Medium,"IoT,Signal Processing",AcadEval Research Team,
