Project_ID,Title,Abstract,Domain,Sub_Domain,Keywords,Objectives,Problem_Statement,Methodology,Modules,Technologies,Algorithms,Dataset_Used,Programming_Languages,Frameworks,Tools,Hardware,Expected_Output,GitHub_Link,Paper_Link,Authors,Institution,Year,Source,Publication_Type,Faculty_Label,Notes
AE216,Falco,"Falco is an open-source project focused on runtime security. It provides reusable components and production-oriented workflows for building, operating and evaluating runtime security solutions.",Cybersecurity,Runtime Security,"Runtime Security, C++, Lua, System-call monitoring and rule-based anomaly detection","Develop, deploy and evaluate a reliable runtime security solution using C++, Lua; support extensibility, reproducibility and integration with related systems.","Existing runtime security solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure linux system calls and container events; prepare the inputs; apply system-call monitoring and rule-based anomaly detection; implement the workflow using C++, Lua; validate functionality, performance and reliability; and document deployment.",identity or traffic input; detection or cryptographic core; policy engine; alerts; administration,"C++, Lua",System-call monitoring and rule-based anomaly detection,Linux system calls and container events,"C++, Lua",C++,"Git, command line, package manager, automated testing and documentation tools",Standard development workstation; server resources as required by workload size,"A functional and deployable runtime security system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/falcosecurity/falco,,Falco contributors,Cloud Native Computing Foundation,2016,https://github.com/falcosecurity/falco,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE217,Trivy,"Trivy is an open-source project focused on vulnerability scanner. It provides reusable components and production-oriented workflows for building, operating and evaluating vulnerability scanner solutions.",Cybersecurity,Vulnerability Scanner,"Vulnerability Scanner, Go, Package matching, CVE correlation and misconfiguration checks","Develop, deploy and evaluate a reliable vulnerability scanner solution using Go; support extensibility, reproducibility and integration with related systems.","Existing vulnerability scanner solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure container images, filesystems and manifests; prepare the inputs; apply package matching, cve correlation and misconfiguration checks; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",identity or traffic input; detection or cryptographic core; policy engine; alerts; administration,Go,"Package matching, CVE correlation and misconfiguration checks","Container images, filesystems and manifests",Go,Go,"Git, command line, package manager, automated testing and documentation tools",Standard development workstation; server resources as required by workload size,"A functional and deployable vulnerability scanner system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/aquasecurity/trivy,,Trivy contributors,Aqua Security,2019,https://github.com/aquasecurity/trivy,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE218,Vault,"Vault is an open-source project focused on secrets management. It provides reusable components and production-oriented workflows for building, operating and evaluating secrets management solutions.",Cybersecurity,Secrets Management,"Secrets Management, Go, Envelope encryption, dynamic credentials and policy evaluation","Develop, deploy and evaluate a reliable secrets management solution using Go; support extensibility, reproducibility and integration with related systems.","Existing secrets management solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure secrets, tokens and certificates; prepare the inputs; apply envelope encryption, dynamic credentials and policy evaluation; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",identity or traffic input; detection or cryptographic core; policy engine; alerts; administration,Go,"Envelope encryption, dynamic credentials and policy evaluation","Secrets, tokens and certificates",Go,Go,"Git, command line, package manager, automated testing and documentation tools",Standard development workstation; server resources as required by workload size,"A functional and deployable secrets management system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/hashicorp/vault,,Vault contributors,HashiCorp,2015,https://github.com/hashicorp/vault,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE219,Keycloak,"Keycloak is an open-source project focused on identity and access management. It provides reusable components and production-oriented workflows for building, operating and evaluating identity and access management solutions.",Cybersecurity,Identity and Access Management,"Identity and Access Management, Java, TypeScript, OAuth 2.0, OpenID Connect and role-based access control","Develop, deploy and evaluate a reliable identity and access management solution using Java, TypeScript; support extensibility, reproducibility and integration with related systems.","Existing identity and access management solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure users, roles and authentication events; prepare the inputs; apply oauth 2.0, openid connect and role-based access control; implement the workflow using Java, TypeScript; validate functionality, performance and reliability; and document deployment.",identity or traffic input; detection or cryptographic core; policy engine; alerts; administration,"Java, TypeScript","OAuth 2.0, OpenID Connect and role-based access control","Users, roles and authentication events","Java, TypeScript",Java,"Git, command line, package manager, automated testing and documentation tools",Standard development workstation; server resources as required by workload size,"A functional and deployable identity and access management system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/keycloak/keycloak,,Keycloak contributors,Red Hat,2014,https://github.com/keycloak/keycloak,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE220,Authentik,"Authentik is an open-source project focused on identity provider. It provides reusable components and production-oriented workflows for building, operating and evaluating identity provider solutions.",Cybersecurity,Identity Provider,"Identity Provider, Python, Go, TypeScript, OAuth, SAML and policy-based authentication","Develop, deploy and evaluate a reliable identity provider solution using Python, Go, TypeScript; support extensibility, reproducibility and integration with related systems.","Existing identity provider solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure users, identities and authentication events; prepare the inputs; apply oauth, saml and policy-based authentication; implement the workflow using Python, Go, TypeScript; validate functionality, performance and reliability; and document deployment.",identity or traffic input; detection or cryptographic core; policy engine; alerts; administration,"Python, Go, TypeScript","OAuth, SAML and policy-based authentication","Users, identities and authentication events","Python, Go, TypeScript",Python,"Git, command line, package manager, automated testing and documentation tools",Standard development workstation; server resources as required by workload size,"A functional and deployable identity provider system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/goauthentik/authentik,,Authentik contributors,Authentik Security,2018,https://github.com/goauthentik/authentik,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE221,Terraform,"Terraform is an open-source project focused on infrastructure as code. It provides reusable components and production-oriented workflows for building, operating and evaluating infrastructure as code solutions.",Cloud Computing,Infrastructure as Code,"Infrastructure as Code, Go, Dependency graph planning and declarative reconciliation","Develop, deploy and evaluate a reliable infrastructure as code solution using Go; support extensibility, reproducibility and integration with related systems.","Existing infrastructure as code solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure infrastructure configuration and state; prepare the inputs; apply dependency graph planning and declarative reconciliation; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,Go,Dependency graph planning and declarative reconciliation,Infrastructure configuration and state,Go,Go,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable infrastructure as code system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/hashicorp/terraform,,Terraform contributors,HashiCorp,2014,https://github.com/hashicorp/terraform,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE222,Ansible,"Ansible is an open-source project focused on configuration management. It provides reusable components and production-oriented workflows for building, operating and evaluating configuration management solutions.",Cloud Computing,Configuration Management,"Configuration Management, Python, Agentless task execution and idempotent configuration","Develop, deploy and evaluate a reliable configuration management solution using Python; support extensibility, reproducibility and integration with related systems.","Existing configuration management solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure host inventories and configuration data; prepare the inputs; apply agentless task execution and idempotent configuration; implement the workflow using Python; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,Python,Agentless task execution and idempotent configuration,Host inventories and configuration data,Python,Python,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable configuration management system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/ansible/ansible,,Ansible contributors,Red Hat,2012,https://github.com/ansible/ansible,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE223,Pulumi,"Pulumi is an open-source project focused on infrastructure as code. It provides reusable components and production-oriented workflows for building, operating and evaluating infrastructure as code solutions.",Cloud Computing,Infrastructure as Code,"Infrastructure as Code, Go, TypeScript, Python, Resource graph planning and cloud API orchestration","Develop, deploy and evaluate a reliable infrastructure as code solution using Go, TypeScript, Python; support extensibility, reproducibility and integration with related systems.","Existing infrastructure as code solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure infrastructure definitions and state; prepare the inputs; apply resource graph planning and cloud api orchestration; implement the workflow using Go, TypeScript, Python; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,"Go, TypeScript, Python",Resource graph planning and cloud API orchestration,Infrastructure definitions and state,"Go, TypeScript, Python",Go,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable infrastructure as code system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/pulumi/pulumi,,Pulumi contributors,Pulumi,2018,https://github.com/pulumi/pulumi,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE224,Vagrant,"Vagrant is an open-source project focused on development environment automation. It provides reusable components and production-oriented workflows for building, operating and evaluating development environment automation solutions.",Cloud Computing,Development Environment Automation,"Development Environment Automation, Ruby, Provider abstraction and declarative VM provisioning","Develop, deploy and evaluate a reliable development environment automation solution using Ruby; support extensibility, reproducibility and integration with related systems.","Existing development environment automation solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure virtual machine definitions; prepare the inputs; apply provider abstraction and declarative vm provisioning; implement the workflow using Ruby; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,Ruby,Provider abstraction and declarative VM provisioning,Virtual machine definitions,Ruby,Ruby,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable development environment automation system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/hashicorp/vagrant,,Vagrant contributors,HashiCorp,2010,https://github.com/hashicorp/vagrant,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE225,Packer,"Packer is an open-source project focused on machine image automation. It provides reusable components and production-oriented workflows for building, operating and evaluating machine image automation solutions.",Cloud Computing,Machine Image Automation,"Machine Image Automation, Go, Template-driven image building and provisioning","Develop, deploy and evaluate a reliable machine image automation solution using Go; support extensibility, reproducibility and integration with related systems.","Existing machine image automation solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure machine image definitions; prepare the inputs; apply template-driven image building and provisioning; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,Go,Template-driven image building and provisioning,Machine image definitions,Go,Go,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable machine image automation system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/hashicorp/packer,,Packer contributors,HashiCorp,2013,https://github.com/hashicorp/packer,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE226,Nomad,"Nomad is an open-source project focused on workload orchestration. It provides reusable components and production-oriented workflows for building, operating and evaluating workload orchestration solutions.",Cloud Computing,Workload Orchestration,"Workload Orchestration, Go, Bin-packing scheduling and service orchestration","Develop, deploy and evaluate a reliable workload orchestration solution using Go; support extensibility, reproducibility and integration with related systems.","Existing workload orchestration solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure jobs, allocations and cluster state; prepare the inputs; apply bin-packing scheduling and service orchestration; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,Go,Bin-packing scheduling and service orchestration,"Jobs, allocations and cluster state",Go,Go,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable workload orchestration system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/hashicorp/nomad,,Nomad contributors,HashiCorp,2015,https://github.com/hashicorp/nomad,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE227,Consul,"Consul is an open-source project focused on service networking. It provides reusable components and production-oriented workflows for building, operating and evaluating service networking solutions.",Cloud Computing,Service Networking,"Service Networking, Go, Gossip protocol, service discovery and health checking","Develop, deploy and evaluate a reliable service networking solution using Go; support extensibility, reproducibility and integration with related systems.","Existing service networking solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure service registry and health data; prepare the inputs; apply gossip protocol, service discovery and health checking; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,Go,"Gossip protocol, service discovery and health checking",Service registry and health data,Go,Go,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable service networking system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/hashicorp/consul,,Consul contributors,HashiCorp,2014,https://github.com/hashicorp/consul,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE228,Cilium,"Cilium is an open-source project focused on cloud-native networking. It provides reusable components and production-oriented workflows for building, operating and evaluating cloud-native networking solutions.",Cloud Computing,Cloud-Native Networking,"Cloud-Native Networking, Go, C, eBPF packet processing and network policy enforcement","Develop, deploy and evaluate a reliable cloud-native networking solution using Go, C; support extensibility, reproducibility and integration with related systems.","Existing cloud-native networking solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure container network traffic; prepare the inputs; apply ebpf packet processing and network policy enforcement; implement the workflow using Go, C; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,"Go, C",eBPF packet processing and network policy enforcement,Container network traffic,"Go, C",Go,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable cloud-native networking system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/cilium/cilium,,Cilium contributors,Cloud Native Computing Foundation,2016,https://github.com/cilium/cilium,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE229,Calico,"Calico is an open-source project focused on container networking. It provides reusable components and production-oriented workflows for building, operating and evaluating container networking solutions.",Cloud Computing,Container Networking,"Container Networking, Go, BGP routing and network policy enforcement","Develop, deploy and evaluate a reliable container networking solution using Go; support extensibility, reproducibility and integration with related systems.","Existing container networking solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure container and host network traffic; prepare the inputs; apply bgp routing and network policy enforcement; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,Go,BGP routing and network policy enforcement,Container and host network traffic,Go,Go,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable container networking system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/projectcalico/calico,,Calico contributors,Tigera,2016,https://github.com/projectcalico/calico,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE230,OpenTofu,"OpenTofu is an open-source project focused on infrastructure as code. It provides reusable components and production-oriented workflows for building, operating and evaluating infrastructure as code solutions.",Cloud Computing,Infrastructure as Code,"Infrastructure as Code, Go, Declarative resource graph planning and state management","Develop, deploy and evaluate a reliable infrastructure as code solution using Go; support extensibility, reproducibility and integration with related systems.","Existing infrastructure as code solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure infrastructure configuration and state; prepare the inputs; apply declarative resource graph planning and state management; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",configuration; planning or control plane; runtime execution; state management; observability,Go,Declarative resource graph planning and state management,Infrastructure configuration and state,Go,Go,"Git, command line, package manager, automated testing and documentation tools, Docker and Kubernetes where applicable",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable infrastructure as code system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/opentofu/opentofu,,OpenTofu contributors,Linux Foundation,2023,https://github.com/opentofu/opentofu,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE231,RabbitMQ Server,"RabbitMQ Server is an open-source project focused on message broker. It provides reusable components and production-oriented workflows for building, operating and evaluating message broker solutions.",Data Engineering,Message Broker,"Message Broker, Erlang, AMQP routing, queues and delivery acknowledgements","Develop, deploy and evaluate a reliable message broker solution using Erlang; support extensibility, reproducibility and integration with related systems.","Existing message broker solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure messages and event streams; prepare the inputs; apply amqp routing, queues and delivery acknowledgements; implement the workflow using Erlang; validate functionality, performance and reliability; and document deployment.",data ingestion; storage or broker core; query or routing engine; administration; monitoring,Erlang,"AMQP routing, queues and delivery acknowledgements",Messages and event streams,Erlang,Erlang,"Git, command line, package manager, automated testing and documentation tools",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable message broker system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/rabbitmq/rabbitmq-server,,RabbitMQ Server contributors,VMware Tanzu,2007,https://github.com/rabbitmq/rabbitmq-server,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE232,NATS Server,"NATS Server is an open-source project focused on messaging system. It provides reusable components and production-oriented workflows for building, operating and evaluating messaging system solutions.",Data Engineering,Messaging System,"Messaging System, Go, Publish-subscribe routing and stream persistence","Develop, deploy and evaluate a reliable messaging system solution using Go; support extensibility, reproducibility and integration with related systems.","Existing messaging system solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure messages and event streams; prepare the inputs; apply publish-subscribe routing and stream persistence; implement the workflow using Go; validate functionality, performance and reliability; and document deployment.",data ingestion; storage or broker core; query or routing engine; administration; monitoring,Go,Publish-subscribe routing and stream persistence,Messages and event streams,Go,Go,"Git, command line, package manager, automated testing and documentation tools",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable messaging system system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/nats-io/nats-server,,NATS Server contributors,Cloud Native Computing Foundation,2012,https://github.com/nats-io/nats-server,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE233,Apache Pulsar,"Apache Pulsar is an open-source project focused on distributed messaging. It provides reusable components and production-oriented workflows for building, operating and evaluating distributed messaging solutions.",Data Engineering,Distributed Messaging,"Distributed Messaging, Java, Segmented logs, topic partitioning and geo-replication","Develop, deploy and evaluate a reliable distributed messaging solution using Java; support extensibility, reproducibility and integration with related systems.","Existing distributed messaging solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure event streams; prepare the inputs; apply segmented logs, topic partitioning and geo-replication; implement the workflow using Java; validate functionality, performance and reliability; and document deployment.",data ingestion; storage or broker core; query or routing engine; administration; monitoring,Java,"Segmented logs, topic partitioning and geo-replication",Event streams,Java,Java,"Git, command line, package manager, automated testing and documentation tools",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable distributed messaging system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/apache/pulsar,,Apache Pulsar contributors,Apache Software Foundation,2016,https://github.com/apache/pulsar,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE234,Redpanda,"Redpanda is an open-source project focused on streaming platform. It provides reusable components and production-oriented workflows for building, operating and evaluating streaming platform solutions.",Data Engineering,Streaming Platform,"Streaming Platform, C++, Partition replication and Kafka-compatible log processing","Develop, deploy and evaluate a reliable streaming platform solution using C++; support extensibility, reproducibility and integration with related systems.","Existing streaming platform solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure event streams; prepare the inputs; apply partition replication and kafka-compatible log processing; implement the workflow using C++; validate functionality, performance and reliability; and document deployment.",data ingestion; storage or broker core; query or routing engine; administration; monitoring,C++,Partition replication and Kafka-compatible log processing,Event streams,C++,C++,"Git, command line, package manager, automated testing and documentation tools",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable streaming platform system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/redpanda-data/redpanda,,Redpanda contributors,Redpanda Data,2019,https://github.com/redpanda-data/redpanda,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE235,EMQX,"EMQX is an open-source project focused on mqtt broker. It provides reusable components and production-oriented workflows for building, operating and evaluating mqtt broker solutions.",IoT,MQTT Broker,"MQTT Broker, Erlang, MQTT routing, session management and clustering","Develop, deploy and evaluate a reliable mqtt broker solution using Erlang; support extensibility, reproducibility and integration with related systems.","Existing mqtt broker solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure iot messages and device telemetry; prepare the inputs; apply mqtt routing, session management and clustering; implement the workflow using Erlang; validate functionality, performance and reliability; and document deployment.",device abstraction; communication; scheduler or runtime; data processing; diagnostics,Erlang,"MQTT routing, session management and clustering",IoT messages and device telemetry,Erlang,Erlang,"Git, command line, package manager, automated testing and documentation tools, compiler toolchain, debugger and development board utilities","Development workstation plus compatible microcontroller, embedded board or IoT device","A functional and deployable mqtt broker system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/emqx/emqx,,EMQX contributors,EMQ Technologies,2012,https://github.com/emqx/emqx,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE236,Mosquitto,"Mosquitto is an open-source project focused on mqtt broker. It provides reusable components and production-oriented workflows for building, operating and evaluating mqtt broker solutions.",IoT,MQTT Broker,"MQTT Broker, C, MQTT publish-subscribe routing","Develop, deploy and evaluate a reliable mqtt broker solution using C; support extensibility, reproducibility and integration with related systems.","Existing mqtt broker solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure iot device messages; prepare the inputs; apply mqtt publish-subscribe routing; implement the workflow using C; validate functionality, performance and reliability; and document deployment.",device abstraction; communication; scheduler or runtime; data processing; diagnostics,C,MQTT publish-subscribe routing,IoT device messages,C,C,"Git, command line, package manager, automated testing and documentation tools, compiler toolchain, debugger and development board utilities","Development workstation plus compatible microcontroller, embedded board or IoT device","A functional and deployable mqtt broker system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/eclipse-mosquitto/mosquitto,,Mosquitto contributors,Eclipse Foundation,2009,https://github.com/eclipse-mosquitto/mosquitto,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE237,Apache ActiveMQ Artemis,"Apache ActiveMQ Artemis is an open-source project focused on message broker. It provides reusable components and production-oriented workflows for building, operating and evaluating message broker solutions.",Data Engineering,Message Broker,"Message Broker, Java, Queue routing, persistence and delivery semantics","Develop, deploy and evaluate a reliable message broker solution using Java; support extensibility, reproducibility and integration with related systems.","Existing message broker solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure enterprise messages; prepare the inputs; apply queue routing, persistence and delivery semantics; implement the workflow using Java; validate functionality, performance and reliability; and document deployment.",data ingestion; storage or broker core; query or routing engine; administration; monitoring,Java,"Queue routing, persistence and delivery semantics",Enterprise messages,Java,Java,"Git, command line, package manager, automated testing and documentation tools",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable message broker system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/apache/activemq-artemis,,Apache ActiveMQ Artemis contributors,Apache Software Foundation,2015,https://github.com/apache/activemq-artemis,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
AE238,ZeroMQ,"ZeroMQ is an open-source project focused on messaging library. It provides reusable components and production-oriented workflows for building, operating and evaluating messaging library solutions.",Data Engineering,Messaging Library,"Messaging Library, C++, Asynchronous message queues and transport patterns","Develop, deploy and evaluate a reliable messaging library solution using C++; support extensibility, reproducibility and integration with related systems.","Existing messaging library solutions can be difficult to scale, reproduce, secure or operate consistently. The project addresses these limitations through an open and extensible implementation.","Collect or configure application messages; prepare the inputs; apply asynchronous message queues and transport patterns; implement the workflow using C++; validate functionality, performance and reliability; and document deployment.",data ingestion; storage or broker core; query or routing engine; administration; monitoring,C++,Asynchronous message queues and transport patterns,Application messages,C++,C++,"Git, command line, package manager, automated testing and documentation tools",Multi-core Linux server or distributed cluster with SSD storage and network connectivity,"A functional and deployable messaging library system with documented configuration, reproducible execution, persistent or measurable outputs and integration-ready interfaces.",https://github.com/zeromq/libzmq,,ZeroMQ contributors,ZeroMQ community,2007,https://github.com/zeromq/libzmq,Open-source software project,Very Good,"GitHub repository, institution and core technology metadata are curated. Abstract, objectives, problem statement, methodology, modules, hardware and expected output are project-aligned inferred values."
