Project_ID,Title,Abstract,Domain,Sub_Domain,Keywords,Objectives,Problem_Statement,Methodology,Modules,Technologies,Algorithms,Dataset_Used,Programming_Languages,Frameworks,Tools,Hardware,Expected_Output,GitHub_Link,Paper_Link,Authors,Institution,Year,Source,Publication_Type,Faculty_Label,Notes
P000403,Glowstone,"Academic engineering project repository: A fast, customizable and compatible open source server for Minecraft: Java Edition. Developed using Java with focus on Engineering Project.",Computer Science,General Software Engineering,"bukkit, bukkit-api, glowstone, glowstone-server, java, minecraft, minecraft-server, spigot, spigot-api","Design, evaluate, and benchmark a functional prototype for Glowstone.","Addressing key efficiency, security, or accuracy challenges in Glowstone.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","FastAPI, Git, Java","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Java,FastAPI,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/GlowstoneMC/Glowstone,N/A,GlowstoneMC,Department of Computer Science & Engineering,2015,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000404,Dive Into Claude Code,Academic engineering project repository: A Systematic Analysis and Discussion of Claude Code for Designing Today's and Future AI Agent Systems. Developed using Python with focus on Engineering Project.,Computer Science,General Software Engineering,"claude, claude-code","Design, evaluate, and benchmark a functional prototype for Dive Into Claude Code.","Addressing key efficiency, security, or accuracy challenges in Dive Into Claude Code.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/VILA-Lab/Dive-into-Claude-Code,N/A,VILA-Lab,Department of Computer Science & Engineering,2026,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000405,500 Ai Machine Learning Deep Learning Computer Vision Nlp Projects With Code,Academic engineering project repository: 500 AI Machine learning Deep learning Computer vision NLP Projects with code. Developed using Python with focus on AI Project.,AI,Machine Learning,"artificial-intelligence, artificial-intelligence-projects, awesome, computer-vision, computer-vision-project, data-science, deep-learning, deep-learning-project, machine-learning, machine-learning-projects, nlp, nlp-projects, python","Design, evaluate, and benchmark a functional prototype for 500 Ai Machine Learning Deep Learning Computer Vision Nlp Projects With Code.","Addressing key efficiency, security, or accuracy challenges in 500 Ai Machine Learning Deep Learning Computer Vision Nlp Projects With Code.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,N/A,ashishpatel26,Department of Computer Science & Engineering,2021,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000406,Aionui,"Academic engineering project repository: Free, local, open-source 24/7 Cowork app for OpenClaw, Hermes Agent, Claude Code, Codex, OpenCode, Gemini CLI and 20+ more CLI | Customize your assistants | Star if you like it!. Developed using TypeScript with focus on AI Project.",NLP,Generative AI,"acp, agent-team, ai, ai-agent, chat, chatbot, claude-code, clawdbot, codex, cowork, gemini, gemini-cli, hermes, llm, nano-banana, office, openclaw, opencode, skills, webui","Design, evaluate, and benchmark a functional prototype for Aionui.","Addressing key efficiency, security, or accuracy challenges in Aionui.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, TensorFlow, TypeScript","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,TypeScript,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/iOfficeAI/AionUi,N/A,iOfficeAI,Department of Computer Science & Engineering,2025,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000407,Llmware,"Academic engineering project repository: Unified framework for building enterprise RAG pipelines with small, specialized models. Developed using Python with focus on AI Project.",NLP,Generative AI,"agents, generative-ai-tools, llamacpp, llm, onnx, openvino, parsing, retrieval-augmented-generation, small-specialized-models","Design, evaluate, and benchmark a functional prototype for Llmware.","Addressing key efficiency, security, or accuracy challenges in Llmware.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/llmware-ai/llmware,N/A,llmware-ai,Department of Computer Science & Engineering,2023,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000408,Rwkv Lm,"Academic engineering project repository: RWKV (pronounced RwaKuv) is an RNN with great LLM performance, which can also be directly trained like a GPT transformer (parallelizable). We are at RWKV-7 ""Goose"". So it's combining the best of RNN and transformer - great performance, linear time, constant space (no kv-cache), fast training, infinite ctx_len, and free sentence embedding.. Developed using Python with focus on AI Project.",NLP,Generative AI,"attention-mechanism, chatgpt, deep-learning, gpt, gpt-2, gpt-3, language-model, linear-attention, lstm, pytorch, rnn, rwkv, transformer, transformers","Design, evaluate, and benchmark a functional prototype for Rwkv Lm.","Addressing key efficiency, security, or accuracy challenges in Rwkv Lm.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/BlinkDL/RWKV-LM,N/A,BlinkDL,Department of Computer Science & Engineering,2021,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000409,Litgpt,"Academic engineering project repository: 20+ high-performance LLMs with recipes to pretrain, finetune and deploy at scale.. Developed using Python with focus on AI Project.",NLP,Generative AI,"ai, artificial-intelligence, deep-learning, large-language-models, llm, llm-inference, llms","Design, evaluate, and benchmark a functional prototype for Litgpt.","Addressing key efficiency, security, or accuracy challenges in Litgpt.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/Lightning-AI/litgpt,N/A,Lightning-AI,Department of Computer Science & Engineering,2023,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000410,Openvino,Academic engineering project repository: OpenVINO™ is an open source toolkit for optimizing and deploying AI inference. Developed using C++ with focus on AI Project.,NLP,Generative AI,"ai, computer-vision, deep-learning, deploy-ai, diffusion-models, generative-ai, good-first-issue, inference, llm-inference, natural-language-processing, nlp, openvino, optimize-ai, performance-boost, recommendation-system, speech-recognition, stable-diffusion, transformers, yolo","Design, evaluate, and benchmark a functional prototype for Openvino.","Addressing key efficiency, security, or accuracy challenges in Openvino.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","C++, Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/openvinotoolkit/openvino,N/A,openvinotoolkit,Department of Computer Science & Engineering,2018,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000411,Awesome Langchain,Academic engineering project repository: 😎 Awesome list of tools and projects with the awesome LangChain framework. Developed using Python with focus on AI Project.,NLP,Generative AI,"ai, awesome, awesome-list, langchain, llm","Design, evaluate, and benchmark a functional prototype for Awesome Langchain.","Addressing key efficiency, security, or accuracy challenges in Awesome Langchain.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/kyrolabs/awesome-langchain,N/A,kyrolabs,Department of Computer Science & Engineering,2023,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000412,Architecture Diagram Generator,Academic engineering project repository: Generate beautiful dark-themed system architecture diagrams as standalone HTML/SVG files. Works as a Claude AI skill. . Developed using HTML with focus on AI Project.,AI,Machine Learning,"Academic Project, Artificial Intelligence, Engineering","Design, evaluate, and benchmark a functional prototype for Architecture Diagram Generator.","Addressing key efficiency, security, or accuracy challenges in Architecture Diagram Generator.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, HTML, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/Cocoon-AI/architecture-diagram-generator,N/A,Cocoon-AI,Department of Computer Science & Engineering,2025,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000413,Topdeeplearning,Academic engineering project repository: A list of popular github projects related to deep learning. Developed using Python with focus on AI Project.,AI,Deep Learning,"deep-learning, machine-learning, pytorch, tensorflow","Design, evaluate, and benchmark a functional prototype for Topdeeplearning.","Addressing key efficiency, security, or accuracy challenges in Topdeeplearning.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/aymericdamien/TopDeepLearning,N/A,aymericdamien,Department of Computer Science & Engineering,2016,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000414,Argilla,Academic engineering project repository: Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets. Developed using Python with focus on AI Project.,NLP,Generative AI,"active-learning, ai, annotation-tool, developer-tools, gpt-4, human-in-the-loop, langchain, llm, machine-learning, mlops, natural-language-processing, nlp, rlhf, text-annotation, text-labeling, weak-supervision, weakly-supervised-learning","Design, evaluate, and benchmark a functional prototype for Argilla.","Addressing key efficiency, security, or accuracy challenges in Argilla.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/argilla-io/argilla,N/A,argilla-io,Department of Computer Science & Engineering,2021,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000415,Production Level Deep Learning,Academic engineering project repository: A guideline for building practical production-level deep learning systems to be deployed in real world applications. . Developed using Python with focus on AI Project.,AI,Deep Learning,"ai, artificial-intelligence, deep-learning, deployment, kubeflow, machine-learning, pipeline, practical-machine-learning, production-system, scalable-applications, system-design, tfx","Design, evaluate, and benchmark a functional prototype for Production Level Deep Learning.","Addressing key efficiency, security, or accuracy challenges in Production Level Deep Learning.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/alirezadir/Production-Level-Deep-Learning,N/A,alirezadir,Department of Computer Science & Engineering,2019,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000416,Ai Engineering Toolkit,Academic engineering project repository: A curated list of 100+ libraries and frameworks for AI engineers building with LLMs. Developed using Python with focus on AI Project.,AI,Generative AI,"Academic Project, Artificial Intelligence, Engineering","Design, evaluate, and benchmark a functional prototype for Ai Engineering Toolkit.","Addressing key efficiency, security, or accuracy challenges in Ai Engineering Toolkit.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/Sumanth077/ai-engineering-toolkit,N/A,Sumanth077,Department of Computer Science & Engineering,2025,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000417,Docarray,"Academic engineering project repository: Represent, send, store and search multimodal data. Developed using Python with focus on AI Project.",Education,Learning Management Systems,"cross-modal, data-structures, dataclass, deep-learning, docarray, elasticsearch, fastapi, machine-learning, multi-modal, multimodal, nearest-neighbor-search, nested-data, neural-search, protobuf, pydantic, pytorch, qdrant, semantic-search, weaviate","Design, evaluate, and benchmark a functional prototype for Docarray.","Addressing key efficiency, security, or accuracy challenges in Docarray.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/docarray/docarray,N/A,docarray,Department of Computer Science & Engineering,2021,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000418,Wanwu,"Academic engineering project repository: China Unicom's Yuanjing Wanwu Agent Platform is an enterprise-grade, multi-tenant AI agent development platform. It helps users build applications such as intelligent agents, workflows, and rag, and also supports model management. The platform features a developer-friendly license, and we welcome all developers to build upon the platform.. Developed using Go with focus on AI Project.",NLP,Generative AI,"agent, agentic-ai, agentic-framework, ai, ai-agent, ai-agent-development-framework, ai-agents-framework, development, genai, golang, llm, mcp, open-ai, rag, wanwu, workflow","Design, evaluate, and benchmark a functional prototype for Wanwu.","Addressing key efficiency, security, or accuracy challenges in Wanwu.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Go, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Go,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/UnicomAI/wanwu,N/A,UnicomAI,Department of Computer Science & Engineering,2025,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000419,Claude Code Plugins Plus Skills,"Academic engineering project repository: 425 plugins, 2,810 skills, 200 agents for Claude Code. Open-source marketplace at tonsofskills.com with the ccpi CLI package manager.. Developed using Python with focus on AI Project.",NLP,Generative AI,"agent-skills, ai, ai-agents, anthropic, automation, claude-code, claude-code-plugins, developer-tools, devops, llm, marketplace, mcp, plugin-marketplace, plugin-system, saas, skills","Design, evaluate, and benchmark a functional prototype for Claude Code Plugins Plus Skills.","Addressing key efficiency, security, or accuracy challenges in Claude Code Plugins Plus Skills.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/jeremylongshore/claude-code-plugins-plus-skills,N/A,jeremylongshore,Department of Computer Science & Engineering,2025,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000420,Free Auto Gpt,"Academic engineering project repository: Free Auto GPT with NO paids API is a repository that offers a simple version of Auto GPT, an autonomous AI agent capable of performing tasks independently. Unlike other versions, our implementation does not rely on any paid OpenAI API, making it accessible to anyone. . Developed using Python with focus on AI Project.",Computer Science,General Software Engineering,"ai, auto-gpt, autogpt, autogpt-no-paid-api, chatgpt, chatgpt-api, chatgpt-free, democratize-ai, free-autogpt, gpt-4, gpt-4-api, gpt4, open-source-auto-gpt, open-source-gpt, openai, python, reverse-engineering","Design, evaluate, and benchmark a functional prototype for Free Auto Gpt.","Addressing key efficiency, security, or accuracy challenges in Free Auto Gpt.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/IntelligenzaArtificiale/Free-Auto-GPT,N/A,IntelligenzaArtificiale,Department of Computer Science & Engineering,2023,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000421,Hidream I1,Academic engineering project repository: AI Project implementation repository.. Developed using Python with focus on AI Project.,AI,Machine Learning,"Academic Project, Artificial Intelligence, Engineering","Design, evaluate, and benchmark a functional prototype for Hidream I1.","Addressing key efficiency, security, or accuracy challenges in Hidream I1.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/HiDream-ai/HiDream-I1,N/A,HiDream-ai,Department of Computer Science & Engineering,2025,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000422,Awesome Streamlit,Academic engineering project repository: The purpose of this project is to share knowledge on how awesome Streamlit is and can be. Developed using HTML with focus on AI Project.,Education,Learning Management Systems,"analytics, apps, awesome-list, data, data-science, exploration, finance, fun, innovation, machine-learning, mathematics, models, python, streamlit, trading","Design, evaluate, and benchmark a functional prototype for Awesome Streamlit.","Addressing key efficiency, security, or accuracy challenges in Awesome Streamlit.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, HTML, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/MarcSkovMadsen/awesome-streamlit,N/A,MarcSkovMadsen,Department of Computer Science & Engineering,2019,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000423,Advanced Deep Learning With Keras,"Academic engineering project repository: Advanced Deep Learning with Keras, published by Packt. Developed using Python with focus on AI Project.",AI,Deep Learning,"autoencoder, deep-learning, gan, keras, reinforcement-learning, vae","Design, evaluate, and benchmark a functional prototype for Advanced Deep Learning With Keras.","Addressing key efficiency, security, or accuracy challenges in Advanced Deep Learning With Keras.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Keras, Python","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,Keras,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras,N/A,PacktPublishing,Department of Computer Science & Engineering,2018,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000424,Awesome Generative Ai Data Scientist,Academic engineering project repository: A curated list of 100+ resources for building and deploying generative AI specifically focusing on helping you become a Generative AI Data Scientist with LLMs. Developed using Python with focus on AI Project.,NLP,Generative AI,"ai, ai-engineer, awesome, copilot, data-science, data-scientist, generative-ai, gpt, machine-learning, ml-engineer, openai","Design, evaluate, and benchmark a functional prototype for Awesome Generative Ai Data Scientist.","Addressing key efficiency, security, or accuracy challenges in Awesome Generative Ai Data Scientist.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Git, Python, TensorFlow","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,TensorFlow,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/business-science/awesome-generative-ai-data-scientist,N/A,business-science,Department of Computer Science & Engineering,2024,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000425,Awesome,Academic engineering project repository: 😎 Awesome lists about all kinds of interesting topics. Developed using Python with focus on Machine Learning Project.,AI,Machine Learning,"awesome, awesome-list, lists, resources, unicorns","Design, evaluate, and benchmark a functional prototype for Awesome.","Addressing key efficiency, security, or accuracy challenges in Awesome.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","FastAPI, Git, Python","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,FastAPI,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/sindresorhus/awesome,N/A,sindresorhus,Department of Computer Science & Engineering,2014,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000426,Awesome Machine Learning,"Academic engineering project repository: A curated list of awesome Machine Learning frameworks, libraries and software.. Developed using Python with focus on Machine Learning Project.",AI,Machine Learning,"Academic Project, Artificial Intelligence, Engineering","Design, evaluate, and benchmark a functional prototype for Awesome Machine Learning.","Addressing key efficiency, security, or accuracy challenges in Awesome Machine Learning.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","FastAPI, Git, Python","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,FastAPI,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/josephmisiti/awesome-machine-learning,N/A,josephmisiti,Department of Computer Science & Engineering,2014,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000427,Awesome Datascience,Academic engineering project repository: :memo: An awesome Data Science repository to learn and apply for real world problems.. Developed using Python with focus on Machine Learning Project.,AI,Machine Learning,"analytics, awesome-list, data-mining, data-science, data-scientists, data-visualization, deep-learning, hacktoberfest, machine-learning, science","Design, evaluate, and benchmark a functional prototype for Awesome Datascience.","Addressing key efficiency, security, or accuracy challenges in Awesome Datascience.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","FastAPI, Git, Python","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,FastAPI,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/academic/awesome-datascience,N/A,academic,Department of Computer Science & Engineering,2014,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000428,Deeplearning Ai Books,Academic engineering project repository: deeplearning.ai（吴恩达老师的深度学习课程笔记及资源）. Developed using HTML with focus on Machine Learning Project.,AI,Machine Learning,deeplearning-ai,"Design, evaluate, and benchmark a functional prototype for Deeplearning Ai Books.","Addressing key efficiency, security, or accuracy challenges in Deeplearning Ai Books.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","FastAPI, Git, HTML, Python","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,FastAPI,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/fengdu78/deeplearning_ai_books,N/A,fengdu78,Department of Computer Science & Engineering,2017,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000429,Awesome Production Machine Learning,"Academic engineering project repository: A curated list of awesome open source libraries to deploy, monitor, version and scale your machine learning. Developed using Python with focus on Machine Learning Project.",AI,Machine Learning,"awesome, awesome-list, data-mining, deep-learning, explainability, interpretability, large-scale-machine-learning, large-scale-ml, machine-learning, machine-learning-operations, ml-operations, ml-ops, mlops, privacy-preserving, privacy-preserving-machine-learning, privacy-preserving-ml, production-machine-learning, production-ml, responsible-ai","Design, evaluate, and benchmark a functional prototype for Awesome Production Machine Learning.","Addressing key efficiency, security, or accuracy challenges in Awesome Production Machine Learning.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","FastAPI, Git, Python","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,FastAPI,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/EthicalML/awesome-production-machine-learning,N/A,EthicalML,Department of Computer Science & Engineering,2018,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000430,Pytorch Deep Learning,Academic engineering project repository: Materials for the Learn PyTorch for Deep Learning: Zero to Mastery course.. Developed using Jupyter Notebook with focus on Machine Learning Project.,AI,Machine Learning,"deep-learning, machine-learning, pytorch","Design, evaluate, and benchmark a functional prototype for Pytorch Deep Learning.","Addressing key efficiency, security, or accuracy challenges in Pytorch Deep Learning.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","Jupyter, Jupyter Notebook, PyTorch, Python","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,PyTorch,Jupyter,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/mrdbourke/pytorch-deep-learning,N/A,mrdbourke,Department of Computer Science & Engineering,2021,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
P000431,Cntk,"Academic engineering project repository: Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit. Developed using C++ with focus on Machine Learning Project.",AI,Machine Learning,"c-plus-plus, c-sharp, cntk, cognitive-toolkit, deep-learning, deep-neural-networks, distributed, java, machine-learning, neural-network, python","Design, evaluate, and benchmark a functional prototype for Cntk.","Addressing key efficiency, security, or accuracy challenges in Cntk.",Empirical research methodology combined with iterative prototype development and quantitative validation.,"Data Preprocessing Module, Core Computational Model, API Service Layer, Evaluation Dashboard","C++, FastAPI, Git, Python","Convolutional Neural Networks, Transformer Architecture, Random Forest",Standard Public Benchmark Dataset / Custom Academic Collection,Python,FastAPI,Git,N/A,"High-accuracy trained model weights, evaluation performance metrics, and interactive dashboard.",https://github.com/microsoft/CNTK,N/A,microsoft,Department of Computer Science & Engineering,2015,GitHub,Project Repository,Approved - High Quality,Ingested from GitHub stream.
