Project_ID,Title,Abstract,Domain,Sub_Domain,Keywords,Objectives,Problem_Statement,Methodology,Modules,Technologies,Algorithms,Dataset_Used,Programming_Languages,Frameworks,Tools,Hardware,Expected_Output,GitHub_Link,Paper_Link,Authors,Institution,Year,Source,Publication_Type,Faculty_Label,Notes
P002157,Scheduling Project 46,"Scheduling Project 46 is a conceptual academic project in Operating Systems & Systems Programming, focused on scheduling using modern software, data and intelligent-system techniques.",Operating Systems & Systems Programming,Scheduling,"Operating Systems & Systems Programming, Scheduling, data analytics, automation, decision support",Design and evaluate a practical scheduling solution for the operating systems & systems programming domain.,"Existing scheduling processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic scheduling dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for scheduling with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002158,File Systems Project 47,"File Systems Project 47 is a conceptual academic project in Operating Systems & Systems Programming, focused on file systems using modern software, data and intelligent-system techniques.",Operating Systems & Systems Programming,File Systems,"Operating Systems & Systems Programming, File Systems, data analytics, automation, decision support",Design and evaluate a practical file systems solution for the operating systems & systems programming domain.,"Existing file systems processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic file systems dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for file systems with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002159,Memory Management Project 48,"Memory Management Project 48 is a conceptual academic project in Operating Systems & Systems Programming, focused on memory management using modern software, data and intelligent-system techniques.",Operating Systems & Systems Programming,Memory Management,"Operating Systems & Systems Programming, Memory Management, data analytics, automation, decision support",Design and evaluate a practical memory management solution for the operating systems & systems programming domain.,"Existing memory management processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic memory management dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for memory management with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002160,Shells Project 49,"Shells Project 49 is a conceptual academic project in Operating Systems & Systems Programming, focused on shells using modern software, data and intelligent-system techniques.",Operating Systems & Systems Programming,Shells,"Operating Systems & Systems Programming, Shells, data analytics, automation, decision support",Design and evaluate a practical shells solution for the operating systems & systems programming domain.,"Existing shells processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic shells dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for shells with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002161,Distributed Systems Project 50,"Distributed Systems Project 50 is a conceptual academic project in Operating Systems & Systems Programming, focused on distributed systems using modern software, data and intelligent-system techniques.",Operating Systems & Systems Programming,Distributed Systems,"Operating Systems & Systems Programming, Distributed Systems, data analytics, automation, decision support",Design and evaluate a practical distributed systems solution for the operating systems & systems programming domain.,"Existing distributed systems processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic distributed systems dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for distributed systems with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002162,Routing Project 01,"Routing Project 01 is a conceptual academic project in Networking, focused on routing using modern software, data and intelligent-system techniques.",Networking,Routing,"Networking, Routing, data analytics, automation, decision support",Design and evaluate a practical routing solution for the networking domain.,"Existing routing processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic routing dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for routing with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002163,Software-Defined Networking Project 02,"Software-Defined Networking Project 02 is a conceptual academic project in Networking, focused on software-defined networking using modern software, data and intelligent-system techniques.",Networking,Software-Defined Networking,"Networking, Software-Defined Networking, data analytics, automation, decision support",Design and evaluate a practical software-defined networking solution for the networking domain.,"Existing software-defined networking processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic software-defined networking dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for software-defined networking with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002164,Network Monitoring Project 03,"Network Monitoring Project 03 is a conceptual academic project in Networking, focused on network monitoring using modern software, data and intelligent-system techniques.",Networking,Network Monitoring,"Networking, Network Monitoring, data analytics, automation, decision support",Design and evaluate a practical network monitoring solution for the networking domain.,"Existing network monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic network monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for network monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002165,QoS Project 04,"QoS Project 04 is a conceptual academic project in Networking, focused on qos using modern software, data and intelligent-system techniques.",Networking,QoS,"Networking, QoS, data analytics, automation, decision support",Design and evaluate a practical qos solution for the networking domain.,"Existing qos processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic qos dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for qos with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002166,Wireless Networks Project 05,"Wireless Networks Project 05 is a conceptual academic project in Networking, focused on wireless networks using modern software, data and intelligent-system techniques.",Networking,Wireless Networks,"Networking, Wireless Networks, data analytics, automation, decision support",Design and evaluate a practical wireless networks solution for the networking domain.,"Existing wireless networks processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic wireless networks dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for wireless networks with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002167,Routing Project 06,"Routing Project 06 is a conceptual academic project in Networking, focused on routing using modern software, data and intelligent-system techniques.",Networking,Routing,"Networking, Routing, data analytics, automation, decision support",Design and evaluate a practical routing solution for the networking domain.,"Existing routing processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic routing dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for routing with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002168,Software-Defined Networking Project 07,"Software-Defined Networking Project 07 is a conceptual academic project in Networking, focused on software-defined networking using modern software, data and intelligent-system techniques.",Networking,Software-Defined Networking,"Networking, Software-Defined Networking, data analytics, automation, decision support",Design and evaluate a practical software-defined networking solution for the networking domain.,"Existing software-defined networking processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic software-defined networking dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for software-defined networking with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002169,Network Monitoring Project 08,"Network Monitoring Project 08 is a conceptual academic project in Networking, focused on network monitoring using modern software, data and intelligent-system techniques.",Networking,Network Monitoring,"Networking, Network Monitoring, data analytics, automation, decision support",Design and evaluate a practical network monitoring solution for the networking domain.,"Existing network monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic network monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for network monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002170,QoS Project 09,"QoS Project 09 is a conceptual academic project in Networking, focused on qos using modern software, data and intelligent-system techniques.",Networking,QoS,"Networking, QoS, data analytics, automation, decision support",Design and evaluate a practical qos solution for the networking domain.,"Existing qos processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic qos dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for qos with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002171,Wireless Networks Project 10,"Wireless Networks Project 10 is a conceptual academic project in Networking, focused on wireless networks using modern software, data and intelligent-system techniques.",Networking,Wireless Networks,"Networking, Wireless Networks, data analytics, automation, decision support",Design and evaluate a practical wireless networks solution for the networking domain.,"Existing wireless networks processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic wireless networks dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for wireless networks with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002172,Routing Project 11,"Routing Project 11 is a conceptual academic project in Networking, focused on routing using modern software, data and intelligent-system techniques.",Networking,Routing,"Networking, Routing, data analytics, automation, decision support",Design and evaluate a practical routing solution for the networking domain.,"Existing routing processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic routing dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for routing with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002173,Software-Defined Networking Project 12,"Software-Defined Networking Project 12 is a conceptual academic project in Networking, focused on software-defined networking using modern software, data and intelligent-system techniques.",Networking,Software-Defined Networking,"Networking, Software-Defined Networking, data analytics, automation, decision support",Design and evaluate a practical software-defined networking solution for the networking domain.,"Existing software-defined networking processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic software-defined networking dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for software-defined networking with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002174,Network Monitoring Project 13,"Network Monitoring Project 13 is a conceptual academic project in Networking, focused on network monitoring using modern software, data and intelligent-system techniques.",Networking,Network Monitoring,"Networking, Network Monitoring, data analytics, automation, decision support",Design and evaluate a practical network monitoring solution for the networking domain.,"Existing network monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic network monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for network monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002175,QoS Project 14,"QoS Project 14 is a conceptual academic project in Networking, focused on qos using modern software, data and intelligent-system techniques.",Networking,QoS,"Networking, QoS, data analytics, automation, decision support",Design and evaluate a practical qos solution for the networking domain.,"Existing qos processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic qos dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for qos with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002176,Wireless Networks Project 15,"Wireless Networks Project 15 is a conceptual academic project in Networking, focused on wireless networks using modern software, data and intelligent-system techniques.",Networking,Wireless Networks,"Networking, Wireless Networks, data analytics, automation, decision support",Design and evaluate a practical wireless networks solution for the networking domain.,"Existing wireless networks processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic wireless networks dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for wireless networks with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002177,Routing Project 16,"Routing Project 16 is a conceptual academic project in Networking, focused on routing using modern software, data and intelligent-system techniques.",Networking,Routing,"Networking, Routing, data analytics, automation, decision support",Design and evaluate a practical routing solution for the networking domain.,"Existing routing processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic routing dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for routing with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002178,Software-Defined Networking Project 17,"Software-Defined Networking Project 17 is a conceptual academic project in Networking, focused on software-defined networking using modern software, data and intelligent-system techniques.",Networking,Software-Defined Networking,"Networking, Software-Defined Networking, data analytics, automation, decision support",Design and evaluate a practical software-defined networking solution for the networking domain.,"Existing software-defined networking processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic software-defined networking dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for software-defined networking with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002179,Network Monitoring Project 18,"Network Monitoring Project 18 is a conceptual academic project in Networking, focused on network monitoring using modern software, data and intelligent-system techniques.",Networking,Network Monitoring,"Networking, Network Monitoring, data analytics, automation, decision support",Design and evaluate a practical network monitoring solution for the networking domain.,"Existing network monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic network monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for network monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002180,QoS Project 19,"QoS Project 19 is a conceptual academic project in Networking, focused on qos using modern software, data and intelligent-system techniques.",Networking,QoS,"Networking, QoS, data analytics, automation, decision support",Design and evaluate a practical qos solution for the networking domain.,"Existing qos processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic qos dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for qos with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002181,Wireless Networks Project 20,"Wireless Networks Project 20 is a conceptual academic project in Networking, focused on wireless networks using modern software, data and intelligent-system techniques.",Networking,Wireless Networks,"Networking, Wireless Networks, data analytics, automation, decision support",Design and evaluate a practical wireless networks solution for the networking domain.,"Existing wireless networks processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic wireless networks dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for wireless networks with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002182,Routing Project 21,"Routing Project 21 is a conceptual academic project in Networking, focused on routing using modern software, data and intelligent-system techniques.",Networking,Routing,"Networking, Routing, data analytics, automation, decision support",Design and evaluate a practical routing solution for the networking domain.,"Existing routing processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic routing dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for routing with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002183,Software-Defined Networking Project 22,"Software-Defined Networking Project 22 is a conceptual academic project in Networking, focused on software-defined networking using modern software, data and intelligent-system techniques.",Networking,Software-Defined Networking,"Networking, Software-Defined Networking, data analytics, automation, decision support",Design and evaluate a practical software-defined networking solution for the networking domain.,"Existing software-defined networking processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic software-defined networking dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for software-defined networking with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
P002184,Network Monitoring Project 23,"Network Monitoring Project 23 is a conceptual academic project in Networking, focused on network monitoring using modern software, data and intelligent-system techniques.",Networking,Network Monitoring,"Networking, Network Monitoring, data analytics, automation, decision support",Design and evaluate a practical network monitoring solution for the networking domain.,"Existing network monitoring processes may be manual, fragmented, costly or unable to provide timely and reliable decisions.",Collect or simulate relevant data; preprocess inputs; design the system; implement baseline and advanced methods; evaluate results; document limitations.,data acquisition; preprocessing; core engine; evaluation; dashboard; reporting,"Python, SQL, REST APIs, Docker, Git","classification, regression, optimization, clustering or rule-based methods as appropriate",Public or synthetic network monitoring dataset,"Python, JavaScript, SQL","FastAPI, React, scikit-learn","Git, Docker, Jupyter",Standard workstation; optional sensors or GPU depending on project,"A working prototype for network monitoring with measurable performance, documented results and an interface for users.",,,Conceptual project template,AcadEval Corpus Expansion,2026,,Conceptual academic project,Good,Conceptual academic project added for domain coverage. Repository and paper links are intentionally blank and require later verification before use as evidence.
